"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_single_parent","all_all_all_two_parents","all_all_native_all","all_all_native_single_parent","all_all_native_two_parents","all_all_turkey_all","all_all_turkey_two_parents","all_all_morocco_all","all_all_morocco_two_parents","all_all_surinam_all","all_all_surinam_single_parent","all_all_surinam_two_parents","all_all_antilles_all","all_all_other_all","all_all_other_single_parent","all_all_other_two_parents","all_male_all_all","all_male_all_single_parent","all_male_all_two_parents","all_male_native_all","all_male_native_single_parent","all_male_native_two_parents","all_male_turkey_all","all_male_turkey_two_parents","all_male_morocco_all","all_male_morocco_two_parents","all_male_surinam_all","all_male_surinam_single_parent","all_male_antilles_all","all_male_other_all","all_male_other_single_parent","all_male_other_two_parents","all_female_all_all","all_female_all_single_parent","all_female_all_two_parents","all_female_native_all","all_female_native_two_parents","all_female_turkey_all","all_female_turkey_two_parents","all_female_morocco_all","all_female_morocco_two_parents","all_female_surinam_all","all_female_surinam_two_parents","all_female_other_all","all_female_other_single_parent","all_female_other_two_parents","wo_all_all_all","wo_all_all_two_parents","wo_all_native_all","wo_all_native_two_parents","wo_all_other_all","wo_all_other_two_parents","wo_male_all_all","wo_male_all_two_parents","wo_male_native_all","wo_male_native_two_parents","wo_male_other_all","wo_male_other_two_parents","wo_female_all_all","wo_female_all_two_parents","wo_female_native_all","wo_female_native_two_parents","hbo_all_all_all","hbo_all_all_two_parents","hbo_all_native_all","hbo_all_native_two_parents","hbo_all_other_all","hbo_all_other_two_parents","hbo_male_all_all","hbo_male_all_two_parents","hbo_male_native_all","hbo_male_native_two_parents","hbo_female_all_all","hbo_female_all_two_parents","hbo_female_native_all","hbo_female_native_two_parents","other_all_all_all","other_all_all_single_parent","other_all_all_two_parents","other_all_native_all","other_all_native_two_parents","other_all_turkey_all","other_all_turkey_two_parents","other_all_morocco_all","other_all_morocco_two_parents","other_all_surinam_all","other_all_surinam_single_parent","other_all_surinam_two_parents","other_all_antilles_all","other_all_other_all","other_all_other_single_parent","other_all_other_two_parents","other_male_all_all","other_male_all_single_parent","other_male_all_two_parents","other_male_native_all","other_male_native_two_parents","other_male_turkey_all","other_male_turkey_two_parents","other_male_morocco_all","other_male_morocco_two_parents","other_male_surinam_all","other_male_surinam_single_parent","other_male_antilles_all","other_male_other_all","other_male_other_two_parents","other_female_all_all","other_female_all_single_parent","other_female_all_two_parents","other_female_native_all","other_female_native_two_parents","other_female_turkey_all","other_female_turkey_two_parents","other_female_morocco_all","other_female_morocco_two_parents","other_female_surinam_all","other_female_other_all","other_female_other_single_parent","other_female_other_two_parents","all_diff_all_all","all_diff_all_single_parent","all_diff_all_two_parents","all_diff_native_all","all_diff_native_two_parents","all_diff_turkey_all","all_diff_turkey_two_parents","all_diff_morocco_all","all_diff_morocco_two_parents","all_diff_surinam_all","all_diff_other_all","all_diff_other_single_parent","all_diff_other_two_parents","wo_diff_all_all","wo_diff_all_two_parents","wo_diff_native_all","wo_diff_native_two_parents","hbo_diff_all_all","hbo_diff_all_two_parents","hbo_diff_native_all","hbo_diff_native_two_parents","other_diff_all_all","other_diff_all_single_parent","other_diff_all_two_parents","other_diff_native_all","other_diff_native_two_parents","other_diff_turkey_all","other_diff_turkey_two_parents","other_diff_morocco_all","other_diff_morocco_two_parents","other_diff_surinam_all","other_diff_other_all","other_diff_other_two_parents","all_all_turkey_single_parent","all_all_morocco_single_parent","all_all_antilles_single_parent","all_all_antilles_two_parents","all_male_morocco_single_parent","all_male_surinam_two_parents","all_male_antilles_single_parent","all_male_antilles_two_parents","all_female_native_single_parent","all_female_morocco_single_parent","all_female_surinam_single_parent","all_female_antilles_all","all_female_antilles_single_parent","all_female_antilles_two_parents","wo_all_all_single_parent","wo_all_native_single_parent","wo_all_morocco_all","wo_all_morocco_two_parents","wo_all_surinam_all","wo_all_surinam_two_parents","wo_male_all_single_parent","wo_male_morocco_all","wo_male_morocco_two_parents","wo_female_surinam_all","wo_female_other_all","wo_female_other_two_parents","hbo_all_all_single_parent","hbo_all_native_single_parent","hbo_all_turkey_all","hbo_all_turkey_two_parents","hbo_all_morocco_all","hbo_all_morocco_two_parents","hbo_all_surinam_all","hbo_all_surinam_two_parents","hbo_all_antilles_all","hbo_male_all_single_parent","hbo_male_turkey_all","hbo_male_turkey_two_parents","hbo_male_morocco_all","hbo_male_morocco_two_parents","hbo_male_surinam_all","hbo_male_other_all","hbo_male_other_two_parents","hbo_female_all_single_parent","hbo_female_turkey_all","hbo_female_turkey_two_parents","hbo_female_morocco_all","hbo_female_morocco_two_parents","hbo_female_surinam_all","hbo_female_surinam_two_parents","hbo_female_other_all","hbo_female_other_two_parents","other_all_native_single_parent","other_all_morocco_single_parent","other_all_antilles_single_parent","other_all_antilles_two_parents","other_male_native_single_parent","other_male_morocco_single_parent","other_male_surinam_two_parents","other_male_antilles_single_parent","other_male_antilles_two_parents","other_male_other_single_parent","other_female_native_single_parent","other_female_morocco_single_parent","other_female_surinam_single_parent","other_female_surinam_two_parents","other_female_antilles_all","other_female_antilles_single_parent","other_female_antilles_two_parents","all_diff_native_single_parent","all_diff_morocco_single_parent","all_diff_surinam_single_parent","all_diff_surinam_two_parents","all_diff_antilles_all","all_diff_antilles_single_parent","all_diff_antilles_two_parents","wo_diff_other_all","wo_diff_other_two_parents","hbo_diff_all_single_parent","hbo_diff_turkey_all","hbo_diff_turkey_two_parents","hbo_diff_morocco_all","hbo_diff_morocco_two_parents","hbo_diff_surinam_all","hbo_diff_other_all","hbo_diff_other_two_parents","other_diff_native_single_parent","other_diff_morocco_single_parent","other_diff_surinam_single_parent","other_diff_surinam_two_parents","other_diff_antilles_all","other_diff_antilles_single_parent","other_diff_antilles_two_parents","other_diff_other_single_parent","BW_all_all_all_all","BW_all_all_all_single_parent","BW_all_all_all_two_parents","BW_all_all_native_all","BW_all_all_native_single_parent","BW_all_all_native_two_parents","BW_all_all_turkey_all","BW_all_all_turkey_two_parents","BW_all_all_morocco_all","BW_all_all_morocco_two_parents","BW_all_all_surinam_all","BW_all_all_surinam_single_parent","BW_all_all_surinam_two_parents","BW_all_all_antilles_all","BW_all_all_other_all","BW_all_all_other_single_parent","BW_all_all_other_two_parents","BW_all_male_all_all","BW_all_male_all_single_parent","BW_all_male_all_two_parents","BW_all_male_native_all","BW_all_male_native_single_parent","BW_all_male_native_two_parents","BW_all_male_turkey_all","BW_all_male_turkey_two_parents","BW_all_male_morocco_all","BW_all_male_morocco_two_parents","BW_all_male_surinam_all","BW_all_male_surinam_single_parent","BW_all_male_antilles_all","BW_all_male_other_all","BW_all_male_other_single_parent","BW_all_male_other_two_parents","BW_all_female_all_all","BW_all_female_all_single_parent","BW_all_female_all_two_parents","BW_all_female_native_all","BW_all_female_native_two_parents","BW_all_female_turkey_all","BW_all_female_turkey_two_parents","BW_all_female_morocco_all","BW_all_female_morocco_two_parents","BW_all_female_surinam_all","BW_all_female_surinam_two_parents","BW_all_female_other_all","BW_all_female_other_single_parent","BW_all_female_other_two_parents","BW_wo_all_all_all","BW_wo_all_all_two_parents","BW_wo_all_native_all","BW_wo_all_native_two_parents","BW_wo_all_other_all","BW_wo_all_other_two_parents","BW_wo_male_all_all","BW_wo_male_all_two_parents","BW_wo_male_native_all","BW_wo_male_native_two_parents","BW_wo_male_other_all","BW_wo_male_other_two_parents","BW_wo_female_all_all","BW_wo_female_all_two_parents","BW_wo_female_native_all","BW_wo_female_native_two_parents","BW_hbo_all_all_all","BW_hbo_all_all_two_parents","BW_hbo_all_native_all","BW_hbo_all_native_two_parents","BW_hbo_all_other_all","BW_hbo_all_other_two_parents","BW_hbo_male_all_all","BW_hbo_male_all_two_parents","BW_hbo_male_native_all","BW_hbo_male_native_two_parents","BW_hbo_female_all_all","BW_hbo_female_all_two_parents","BW_hbo_female_native_all","BW_hbo_female_native_two_parents","BW_other_all_all_all","BW_other_all_all_single_parent","BW_other_all_all_two_parents","BW_other_all_native_all","BW_other_all_native_two_parents","BW_other_all_turkey_all","BW_other_all_turkey_two_parents","BW_other_all_morocco_all","BW_other_all_morocco_two_parents","BW_other_all_surinam_all","BW_other_all_surinam_single_parent","BW_other_all_surinam_two_parents","BW_other_all_antilles_all","BW_other_all_other_all","BW_other_all_other_single_parent","BW_other_all_other_two_parents","BW_other_male_all_all","BW_other_male_all_single_parent","BW_other_male_all_two_parents","BW_other_male_native_all","BW_other_male_native_two_parents","BW_other_male_turkey_all","BW_other_male_turkey_two_parents","BW_other_male_morocco_all","BW_other_male_morocco_two_parents","BW_other_male_surinam_all","BW_other_male_surinam_single_parent","BW_other_male_antilles_all","BW_other_male_other_all","BW_other_male_other_two_parents","BW_other_female_all_all","BW_other_female_all_single_parent","BW_other_female_all_two_parents","BW_other_female_native_all","BW_other_female_native_two_parents","BW_other_female_turkey_all","BW_other_female_turkey_two_parents","BW_other_female_morocco_all","BW_other_female_morocco_two_parents","BW_other_female_surinam_all","BW_other_female_other_all","BW_other_female_other_single_parent","BW_other_female_other_two_parents","BW_wo_diff_all_all","BW_wo_diff_all_two_parents","BW_wo_diff_native_all","BW_wo_diff_native_two_parents","BW_hbo_diff_all_all","BW_hbo_diff_all_two_parents","BW_hbo_diff_native_all","BW_hbo_diff_native_two_parents","BW_other_diff_all_all","BW_other_diff_all_single_parent","BW_other_diff_all_two_parents","BW_other_diff_native_all","BW_other_diff_native_two_parents","BW_other_diff_turkey_all","BW_other_diff_turkey_two_parents","BW_other_diff_morocco_all","BW_other_diff_morocco_two_parents","BW_other_diff_surinam_all","BW_other_diff_other_all","BW_other_diff_other_two_parents","BW_all_all_turkey_single_parent","BW_all_all_morocco_single_parent","BW_all_all_antilles_single_parent","BW_all_all_antilles_two_parents","BW_all_male_morocco_single_parent","BW_all_male_surinam_two_parents","BW_all_male_antilles_single_parent","BW_all_male_antilles_two_parents","BW_all_female_native_single_parent","BW_all_female_morocco_single_parent","BW_all_female_surinam_single_parent","BW_all_female_antilles_all","BW_all_female_antilles_single_parent","BW_all_female_antilles_two_parents","BW_wo_all_all_single_parent","BW_wo_all_native_single_parent","BW_wo_all_morocco_all","BW_wo_all_morocco_two_parents","BW_wo_all_surinam_all","BW_wo_all_surinam_two_parents","BW_wo_male_all_single_parent","BW_wo_male_morocco_all","BW_wo_male_morocco_two_parents","BW_wo_female_surinam_all","BW_wo_female_other_all","BW_wo_female_other_two_parents","BW_hbo_all_all_single_parent","BW_hbo_all_native_single_parent","BW_hbo_all_turkey_all","BW_hbo_all_turkey_two_parents","BW_hbo_all_morocco_all","BW_hbo_all_morocco_two_parents","BW_hbo_all_surinam_all","BW_hbo_all_surinam_two_parents","BW_hbo_all_antilles_all","BW_hbo_male_all_single_parent","BW_hbo_male_turkey_all","BW_hbo_male_turkey_two_parents","BW_hbo_male_morocco_all","BW_hbo_male_morocco_two_parents","BW_hbo_male_surinam_all","BW_hbo_male_other_all","BW_hbo_male_other_two_parents","BW_hbo_female_all_single_parent","BW_hbo_female_turkey_all","BW_hbo_female_turkey_two_parents","BW_hbo_female_morocco_all","BW_hbo_female_morocco_two_parents","BW_hbo_female_surinam_all","BW_hbo_female_surinam_two_parents","BW_hbo_female_other_all","BW_hbo_female_other_two_parents","BW_other_all_native_single_parent","BW_other_all_morocco_single_parent","BW_other_all_antilles_single_parent","BW_other_all_antilles_two_parents","BW_other_male_native_single_parent","BW_other_male_morocco_single_parent","BW_other_male_surinam_two_parents","BW_other_male_antilles_single_parent","BW_other_male_antilles_two_parents","BW_other_male_other_single_parent","BW_other_female_native_single_parent","BW_other_female_morocco_single_parent","BW_other_female_surinam_single_parent","BW_other_female_surinam_two_parents","BW_other_female_antilles_all","BW_other_female_antilles_single_parent","BW_other_female_antilles_two_parents","BW_wo_diff_other_all","BW_wo_diff_other_two_parents","BW_hbo_diff_all_single_parent","BW_hbo_diff_turkey_all","BW_hbo_diff_turkey_two_parents","BW_hbo_diff_morocco_all","BW_hbo_diff_morocco_two_parents","BW_hbo_diff_surinam_all","BW_hbo_diff_other_all","BW_hbo_diff_other_two_parents","BW_other_diff_native_single_parent","BW_other_diff_morocco_single_parent","BW_other_diff_surinam_single_parent","BW_other_diff_surinam_two_parents","BW_other_diff_antilles_all","BW_other_diff_antilles_single_parent","BW_other_diff_antilles_two_parents","BW_other_diff_other_single_parent"
"03940000","Haarlemmermeer","municipality","c00_perinatal_mortality",NA,NA," 0.29",NA," 0.27"," 0.31",NA," 0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.34",NA," 0.30"," 0.39",NA," 0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.24",NA," 0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.35",NA," 0.32"," 0.37"," 0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.39",NA," 0.34"," 0.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.30",NA," 0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA,"-0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA," 0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09",NA,"0.09","0.13",NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14",NA,"0.14","0.20",NA,"0.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,"0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,"0.12","0.17","0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.18",NA,"0.18","0.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16",NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  NA",NA,"  NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07940000","Helmond","municipality","c00_perinatal_mortality",NA,NA," 0.36",NA," 0.37"," 0.36",NA," 0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.41",NA," 0.42"," 0.49",NA," 0.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.30",NA," 0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.35",NA," 0.35"," 0.35"," 0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.33",NA," 0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.37",NA," 0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA,"-0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00",NA," 0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.13",NA,"0.13","0.16",NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0.20","0.27",NA,"0.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.17",NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14",NA,"0.15","0.19","0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.21",NA,"0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  NA",NA,"  NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16760000","Schouwen-Duiveland","municipality","c00_perinatal_mortality",NA,NA," 0.50",NA," 0.49"," 0.55",NA," 0.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.27",NA,"0.28","0.31",NA,"0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03620000","Amstelveen","municipality","c00_perinatal_mortality",NA,NA," 0.24",NA," 0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03920000","Haarlem","municipality","c00_perinatal_mortality",NA,NA," 0.38",NA," 0.35"," 0.39",NA," 0.35",NA,NA,NA,NA,NA,NA,NA,NA," 0.23",NA,NA," 0.36",NA," 0.36"," 0.34",NA," 0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.40",NA," 0.34"," 0.43"," 0.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.39"," 0.36"," 0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.43",NA," 0.40"," 0.47"," 0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.42",NA," 0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.44",NA," 0.39"," 0.52"," 0.49",NA,NA,NA,NA,NA,NA,NA,NA," 0.00",NA," 0.00"," 0.10"," 0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00",NA," 0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09",NA,"0.09","0.12",NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,"0.14",NA,NA,"0.12",NA,"0.13","0.16",NA,"0.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14",NA,"0.13","0.18","0.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20","0.19","0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.13",NA,"0.13","0.19","0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.18",NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0.19","0.29","0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  NA",NA,"  NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
