"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_two_parents","all_all_all_single_parent","all_all_morocco_all","all_all_morocco_two_parents","all_all_morocco_single_parent","all_all_native_all","all_all_native_two_parents","all_all_native_single_parent","all_all_antilles_all","all_all_antilles_two_parents","all_all_antilles_single_parent","all_all_other_all","all_all_other_two_parents","all_all_other_single_parent","all_all_surinam_all","all_all_surinam_two_parents","all_all_surinam_single_parent","all_all_turkey_all","all_all_turkey_two_parents","all_all_turkey_single_parent","all_male_all_all","all_male_all_two_parents","all_male_all_single_parent","all_male_morocco_all","all_male_morocco_two_parents","all_male_morocco_single_parent","all_male_native_all","all_male_native_two_parents","all_male_native_single_parent","all_male_antilles_all","all_male_antilles_two_parents","all_male_antilles_single_parent","all_male_other_all","all_male_other_two_parents","all_male_other_single_parent","all_male_surinam_all","all_male_surinam_two_parents","all_male_surinam_single_parent","all_male_turkey_all","all_female_all_all","all_female_all_two_parents","all_female_all_single_parent","all_female_morocco_all","all_female_morocco_two_parents","all_female_morocco_single_parent","all_female_native_all","all_female_native_two_parents","all_female_native_single_parent","all_female_antilles_all","all_female_antilles_two_parents","all_female_antilles_single_parent","all_female_other_all","all_female_other_two_parents","all_female_other_single_parent","all_female_surinam_all","all_female_surinam_two_parents","all_female_surinam_single_parent","all_female_turkey_all","all_female_turkey_two_parents","all_female_turkey_single_parent","low_all_all_all","low_all_all_two_parents","low_all_all_single_parent","low_all_morocco_all","low_all_morocco_single_parent","low_all_native_all","low_all_native_two_parents","low_all_native_single_parent","low_all_antilles_all","low_all_other_all","low_all_other_single_parent","low_all_surinam_all","low_all_surinam_single_parent","low_all_turkey_all","low_male_all_all","low_male_all_two_parents","low_male_all_single_parent","low_male_morocco_all","low_male_native_all","low_male_native_two_parents","low_male_native_single_parent","low_male_other_all","low_male_other_single_parent","low_male_surinam_all","low_male_surinam_single_parent","low_female_all_all","low_female_all_two_parents","low_female_all_single_parent","low_female_native_all","low_female_native_two_parents","low_female_native_single_parent","low_female_other_all","low_female_other_single_parent","low_female_surinam_all","low_female_surinam_single_parent","mid_all_all_all","mid_all_all_two_parents","mid_all_all_single_parent","mid_all_native_all","mid_all_other_all","mid_all_surinam_all","mid_male_all_all","mid_male_all_single_parent","mid_male_native_all","mid_female_all_all","mid_female_all_single_parent","high_all_all_all","high_all_all_two_parents","high_all_native_all","high_male_all_all","high_female_all_all","all_diff_all_all","all_diff_all_two_parents","all_diff_all_single_parent","all_diff_morocco_all","all_diff_morocco_two_parents","all_diff_morocco_single_parent","all_diff_native_all","all_diff_native_two_parents","all_diff_native_single_parent","all_diff_antilles_all","all_diff_antilles_two_parents","all_diff_antilles_single_parent","all_diff_other_all","all_diff_other_two_parents","all_diff_other_single_parent","all_diff_surinam_all","all_diff_surinam_two_parents","all_diff_surinam_single_parent","all_diff_turkey_all","low_diff_all_all","low_diff_all_two_parents","low_diff_all_single_parent","low_diff_native_all","low_diff_native_two_parents","low_diff_native_single_parent","low_diff_other_all","low_diff_other_single_parent","low_diff_surinam_all","low_diff_surinam_single_parent","mid_diff_all_all","mid_diff_all_single_parent","high_diff_all_all","all_male_turkey_two_parents","all_male_turkey_single_parent","low_all_morocco_two_parents","low_all_antilles_two_parents","low_all_antilles_single_parent","low_all_other_two_parents","low_all_surinam_two_parents","low_all_turkey_two_parents","low_all_turkey_single_parent","low_male_morocco_two_parents","low_male_morocco_single_parent","low_male_antilles_all","low_male_antilles_single_parent","low_male_other_two_parents","low_male_surinam_two_parents","low_male_turkey_all","low_male_turkey_two_parents","low_male_turkey_single_parent","low_female_morocco_all","low_female_morocco_two_parents","low_female_morocco_single_parent","low_female_antilles_all","low_female_antilles_two_parents","low_female_antilles_single_parent","low_female_other_two_parents","low_female_surinam_two_parents","low_female_turkey_all","low_female_turkey_two_parents","low_female_turkey_single_parent","mid_all_morocco_all","mid_all_morocco_two_parents","mid_all_morocco_single_parent","mid_all_native_two_parents","mid_all_native_single_parent","mid_all_antilles_all","mid_all_other_two_parents","mid_all_other_single_parent","mid_all_surinam_two_parents","mid_all_surinam_single_parent","mid_all_turkey_all","mid_male_all_two_parents","mid_male_morocco_all","mid_male_native_two_parents","mid_male_native_single_parent","mid_male_antilles_all","mid_male_other_all","mid_male_other_two_parents","mid_male_other_single_parent","mid_male_surinam_all","mid_male_surinam_single_parent","mid_female_all_two_parents","mid_female_morocco_all","mid_female_native_all","mid_female_native_two_parents","mid_female_native_single_parent","mid_female_other_all","mid_female_other_two_parents","mid_female_other_single_parent","mid_female_surinam_all","mid_female_surinam_two_parents","mid_female_surinam_single_parent","high_all_all_single_parent","high_all_native_two_parents","high_all_native_single_parent","high_all_other_all","high_all_other_two_parents","high_all_other_single_parent","high_all_surinam_all","high_all_surinam_two_parents","high_male_all_two_parents","high_male_all_single_parent","high_male_native_all","high_male_native_two_parents","high_male_native_single_parent","high_male_other_all","high_male_other_two_parents","high_male_other_single_parent","high_male_surinam_all","high_female_all_two_parents","high_female_all_single_parent","high_female_native_all","high_female_native_two_parents","high_female_native_single_parent","high_female_other_all","high_female_other_two_parents","high_female_other_single_parent","all_diff_turkey_two_parents","all_diff_turkey_single_parent","low_diff_morocco_all","low_diff_morocco_two_parents","low_diff_morocco_single_parent","low_diff_antilles_all","low_diff_antilles_single_parent","low_diff_other_two_parents","low_diff_surinam_two_parents","low_diff_turkey_all","low_diff_turkey_two_parents","low_diff_turkey_single_parent","mid_diff_all_two_parents","mid_diff_morocco_all","mid_diff_native_all","mid_diff_native_two_parents","mid_diff_native_single_parent","mid_diff_other_all","mid_diff_other_two_parents","mid_diff_other_single_parent","mid_diff_surinam_all","mid_diff_surinam_single_parent","high_diff_all_two_parents","high_diff_all_single_parent","high_diff_native_all","high_diff_native_two_parents","high_diff_native_single_parent","high_diff_other_all","high_diff_other_two_parents","high_diff_other_single_parent","BW_all_all_all_all","BW_all_all_all_two_parents","BW_all_all_all_single_parent","BW_all_all_morocco_all","BW_all_all_morocco_two_parents","BW_all_all_morocco_single_parent","BW_all_all_native_all","BW_all_all_native_two_parents","BW_all_all_native_single_parent","BW_all_all_antilles_all","BW_all_all_antilles_two_parents","BW_all_all_antilles_single_parent","BW_all_all_other_all","BW_all_all_other_two_parents","BW_all_all_other_single_parent","BW_all_all_surinam_all","BW_all_all_surinam_two_parents","BW_all_all_surinam_single_parent","BW_all_all_turkey_all","BW_all_all_turkey_two_parents","BW_all_all_turkey_single_parent","BW_all_male_all_all","BW_all_male_all_two_parents","BW_all_male_all_single_parent","BW_all_male_morocco_all","BW_all_male_morocco_two_parents","BW_all_male_morocco_single_parent","BW_all_male_native_all","BW_all_male_native_two_parents","BW_all_male_native_single_parent","BW_all_male_antilles_all","BW_all_male_antilles_two_parents","BW_all_male_antilles_single_parent","BW_all_male_other_all","BW_all_male_other_two_parents","BW_all_male_other_single_parent","BW_all_male_surinam_all","BW_all_male_surinam_two_parents","BW_all_male_surinam_single_parent","BW_all_male_turkey_all","BW_all_female_all_all","BW_all_female_all_two_parents","BW_all_female_all_single_parent","BW_all_female_morocco_all","BW_all_female_morocco_two_parents","BW_all_female_morocco_single_parent","BW_all_female_native_all","BW_all_female_native_two_parents","BW_all_female_native_single_parent","BW_all_female_antilles_all","BW_all_female_antilles_two_parents","BW_all_female_antilles_single_parent","BW_all_female_other_all","BW_all_female_other_two_parents","BW_all_female_other_single_parent","BW_all_female_surinam_all","BW_all_female_surinam_two_parents","BW_all_female_surinam_single_parent","BW_all_female_turkey_all","BW_all_female_turkey_two_parents","BW_all_female_turkey_single_parent","BW_low_all_all_all","BW_low_all_all_two_parents","BW_low_all_all_single_parent","BW_low_all_morocco_all","BW_low_all_morocco_single_parent","BW_low_all_native_all","BW_low_all_native_two_parents","BW_low_all_native_single_parent","BW_low_all_antilles_all","BW_low_all_other_all","BW_low_all_other_single_parent","BW_low_all_surinam_all","BW_low_all_surinam_single_parent","BW_low_all_turkey_all","BW_low_male_all_all","BW_low_male_all_two_parents","BW_low_male_all_single_parent","BW_low_male_morocco_all","BW_low_male_native_all","BW_low_male_native_two_parents","BW_low_male_native_single_parent","BW_low_male_other_all","BW_low_male_other_single_parent","BW_low_male_surinam_all","BW_low_male_surinam_single_parent","BW_low_female_all_all","BW_low_female_all_two_parents","BW_low_female_all_single_parent","BW_low_female_native_all","BW_low_female_native_two_parents","BW_low_female_native_single_parent","BW_low_female_other_all","BW_low_female_other_single_parent","BW_low_female_surinam_all","BW_low_female_surinam_single_parent","BW_mid_all_all_all","BW_mid_all_all_two_parents","BW_mid_all_all_single_parent","BW_mid_all_native_all","BW_mid_all_other_all","BW_mid_all_surinam_all","BW_mid_male_all_all","BW_mid_male_all_single_parent","BW_mid_male_native_all","BW_mid_female_all_all","BW_mid_female_all_single_parent","BW_high_all_all_all","BW_high_all_all_two_parents","BW_high_all_native_all","BW_high_male_all_all","BW_high_female_all_all","BW_all_male_turkey_two_parents","BW_all_male_turkey_single_parent","BW_low_all_morocco_two_parents","BW_low_all_antilles_two_parents","BW_low_all_antilles_single_parent","BW_low_all_other_two_parents","BW_low_all_surinam_two_parents","BW_low_all_turkey_two_parents","BW_low_all_turkey_single_parent","BW_low_male_morocco_two_parents","BW_low_male_morocco_single_parent","BW_low_male_antilles_all","BW_low_male_antilles_single_parent","BW_low_male_other_two_parents","BW_low_male_surinam_two_parents","BW_low_male_turkey_all","BW_low_male_turkey_two_parents","BW_low_male_turkey_single_parent","BW_low_female_morocco_all","BW_low_female_morocco_two_parents","BW_low_female_morocco_single_parent","BW_low_female_antilles_all","BW_low_female_antilles_two_parents","BW_low_female_antilles_single_parent","BW_low_female_other_two_parents","BW_low_female_surinam_two_parents","BW_low_female_turkey_all","BW_low_female_turkey_two_parents","BW_low_female_turkey_single_parent","BW_mid_all_morocco_all","BW_mid_all_morocco_two_parents","BW_mid_all_morocco_single_parent","BW_mid_all_native_two_parents","BW_mid_all_native_single_parent","BW_mid_all_antilles_all","BW_mid_all_other_two_parents","BW_mid_all_other_single_parent","BW_mid_all_surinam_two_parents","BW_mid_all_surinam_single_parent","BW_mid_all_turkey_all","BW_mid_male_all_two_parents","BW_mid_male_morocco_all","BW_mid_male_native_two_parents","BW_mid_male_native_single_parent","BW_mid_male_antilles_all","BW_mid_male_other_all","BW_mid_male_other_two_parents","BW_mid_male_other_single_parent","BW_mid_male_surinam_all","BW_mid_male_surinam_single_parent","BW_mid_female_all_two_parents","BW_mid_female_morocco_all","BW_mid_female_native_all","BW_mid_female_native_two_parents","BW_mid_female_native_single_parent","BW_mid_female_other_all","BW_mid_female_other_two_parents","BW_mid_female_other_single_parent","BW_mid_female_surinam_all","BW_mid_female_surinam_two_parents","BW_mid_female_surinam_single_parent","BW_high_all_all_single_parent","BW_high_all_native_two_parents","BW_high_all_native_single_parent","BW_high_all_other_all","BW_high_all_other_two_parents","BW_high_all_other_single_parent","BW_high_all_surinam_all","BW_high_all_surinam_two_parents","BW_high_male_all_two_parents","BW_high_male_all_single_parent","BW_high_male_native_all","BW_high_male_native_two_parents","BW_high_male_native_single_parent","BW_high_male_other_all","BW_high_male_other_two_parents","BW_high_male_other_single_parent","BW_high_male_surinam_all","BW_high_female_all_two_parents","BW_high_female_all_single_parent","BW_high_female_native_all","BW_high_female_native_two_parents","BW_high_female_native_single_parent","BW_high_female_other_all","BW_high_female_other_two_parents","BW_high_female_other_single_parent"
"03940000","Haarlemmermeer","municipality","c16_youth_protection",NA,NA," 0.77"," 0.34"," 1.72",NA,NA,NA," 0.63"," 0.23"," 1.84",NA,NA,NA," 1.04",NA,NA,NA,NA,NA,NA,NA,NA," 0.66",NA," 1.40",NA,NA,NA," 0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.88"," 0.42"," 2.08",NA,NA,NA," 0.71",NA,NA,NA,NA,NA," 1.22",NA,NA,NA,NA,NA,NA,NA,NA," 1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.20",NA," 0.70",NA,NA,NA," 0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19","0.14","0.66",NA,NA,NA,"0.20","0.13","0.87",NA,NA,NA,"0.47",NA,NA,NA,NA,NA,NA,NA,NA,"0.24",NA,"0.82",NA,NA,NA,"0.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.29","0.22","1.04",NA,NA,NA,"0.31",NA,NA,NA,NA,NA,"0.72",NA,NA,NA,NA,NA,NA,NA,NA,"0.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140000","Sluis","municipality","c16_youth_protection",NA,NA," 1.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07940000","Helmond","municipality","c16_youth_protection",NA,NA," 1.48"," 0.67"," 2.30",NA,NA,NA," 1.40"," 0.58"," 2.84",NA,NA,NA," 1.42",NA,NA,NA,NA,NA,NA,NA,NA," 1.73"," 0.87"," 2.48",NA,NA,NA," 1.72"," 0.83"," 3.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.22"," 0.48"," 2.11",NA,NA,NA," 1.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.85",NA," 3.72",NA,NA," 2.26",NA,NA,NA,NA,NA,NA,NA,NA," 1.73",NA,NA,NA," 2.61",NA,NA,NA,NA,NA,NA," 2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.50","-0.40","-0.40",NA,NA,NA,"-0.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.31","0.24","0.88",NA,NA,NA,"0.37","0.27","1.23",NA,NA,NA,"0.67",NA,NA,NA,NA,NA,NA,NA,NA,"0.47","0.38","1.24",NA,NA,NA,"0.57","0.45","1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.40","0.28","1.24",NA,NA,NA,"0.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.75",NA,"2.24",NA,NA,"1.07",NA,NA,NA,NA,NA,NA,NA,NA,"1.03",NA,NA,NA,"1.61",NA,NA,NA,NA,NA,NA,"1.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16760000","Schouwen-Duiveland","municipality","c16_youth_protection",NA,NA," 0.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03620000","Amstelveen","municipality","c16_youth_protection",NA,NA," 0.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
