"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_single_parent","all_all_all_two_parents","all_all_native_all","all_all_native_single_parent","all_all_native_two_parents","all_all_turkey_all","all_all_turkey_two_parents","all_all_morocco_all","all_all_morocco_single_parent","all_all_morocco_two_parents","all_all_surinam_all","all_all_surinam_single_parent","all_all_surinam_two_parents","all_all_antilles_all","all_all_antilles_single_parent","all_all_antilles_two_parents","all_all_other_all","all_all_other_single_parent","all_all_other_two_parents","all_male_all_all","all_male_all_single_parent","all_male_all_two_parents","all_male_native_all","all_male_native_single_parent","all_male_native_two_parents","all_male_turkey_all","all_male_turkey_two_parents","all_male_morocco_all","all_male_morocco_two_parents","all_male_surinam_all","all_male_surinam_single_parent","all_male_surinam_two_parents","all_male_antilles_all","all_male_other_all","all_male_other_single_parent","all_male_other_two_parents","all_female_all_all","all_female_all_single_parent","all_female_all_two_parents","all_female_native_all","all_female_native_two_parents","all_female_turkey_all","all_female_turkey_two_parents","all_female_morocco_all","all_female_morocco_two_parents","all_female_surinam_all","all_female_surinam_single_parent","all_female_surinam_two_parents","all_female_antilles_all","all_female_other_all","all_female_other_single_parent","all_female_other_two_parents","high_all_all_all","high_all_all_two_parents","high_all_native_all","high_all_native_two_parents","high_all_morocco_all","high_all_morocco_two_parents","high_all_other_all","high_all_other_two_parents","high_male_all_all","high_male_all_two_parents","high_male_native_all","high_male_native_two_parents","high_male_other_all","high_male_other_two_parents","high_female_all_all","high_female_all_two_parents","high_female_native_all","high_female_native_two_parents","high_female_morocco_all","mid_all_all_all","mid_all_all_single_parent","mid_all_all_two_parents","mid_all_native_all","mid_all_native_two_parents","mid_all_turkey_all","mid_all_turkey_two_parents","mid_all_morocco_all","mid_all_morocco_two_parents","mid_all_surinam_all","mid_all_surinam_single_parent","mid_all_other_all","mid_all_other_single_parent","mid_all_other_two_parents","mid_male_all_all","mid_male_all_single_parent","mid_male_all_two_parents","mid_male_native_all","mid_male_native_two_parents","mid_male_turkey_all","mid_male_turkey_two_parents","mid_male_morocco_all","mid_male_morocco_two_parents","mid_male_other_all","mid_male_other_two_parents","mid_female_all_all","mid_female_all_single_parent","mid_female_all_two_parents","mid_female_native_all","mid_female_morocco_all","mid_female_morocco_two_parents","mid_female_surinam_all","mid_female_other_all","mid_female_other_single_parent","mid_female_other_two_parents","low_all_all_all","low_all_all_single_parent","low_all_all_two_parents","low_all_native_all","low_all_native_two_parents","low_all_morocco_all","low_all_morocco_two_parents","low_all_surinam_all","low_all_surinam_single_parent","low_all_surinam_two_parents","low_all_antilles_all","low_all_other_all","low_all_other_two_parents","low_male_all_all","low_male_all_single_parent","low_male_all_two_parents","low_male_native_all","low_male_native_two_parents","low_male_morocco_all","low_male_morocco_two_parents","low_male_surinam_all","low_male_surinam_single_parent","low_male_other_all","low_male_other_two_parents","low_female_all_all","low_female_all_single_parent","low_female_all_two_parents","low_female_native_all","low_female_native_two_parents","low_female_other_all","low_female_other_two_parents","all_diff_all_all","all_diff_all_single_parent","all_diff_all_two_parents","all_diff_native_all","all_diff_native_two_parents","all_diff_turkey_all","all_diff_turkey_two_parents","all_diff_morocco_all","all_diff_morocco_two_parents","all_diff_surinam_all","all_diff_surinam_single_parent","all_diff_surinam_two_parents","all_diff_antilles_all","all_diff_other_all","all_diff_other_single_parent","all_diff_other_two_parents","high_diff_all_all","high_diff_all_two_parents","high_diff_native_all","high_diff_native_two_parents","mid_diff_all_all","mid_diff_all_single_parent","mid_diff_all_two_parents","mid_diff_native_all","mid_diff_morocco_all","mid_diff_morocco_two_parents","mid_diff_other_all","mid_diff_other_two_parents","low_diff_all_all","low_diff_all_single_parent","low_diff_all_two_parents","low_diff_native_all","low_diff_other_all","all_all_turkey_single_parent","all_male_morocco_single_parent","all_male_antilles_single_parent","all_male_antilles_two_parents","all_female_native_single_parent","all_female_morocco_single_parent","all_female_antilles_single_parent","all_female_antilles_two_parents","high_all_all_single_parent","high_all_native_single_parent","high_all_turkey_all","high_all_turkey_two_parents","high_all_surinam_all","high_all_surinam_two_parents","high_all_other_single_parent","high_male_all_single_parent","high_male_turkey_all","high_male_turkey_two_parents","high_male_morocco_all","high_male_morocco_two_parents","high_male_surinam_all","high_male_surinam_two_parents","high_female_all_single_parent","high_female_native_single_parent","high_female_turkey_all","high_female_turkey_two_parents","high_female_morocco_two_parents","high_female_surinam_all","high_female_surinam_two_parents","high_female_other_all","high_female_other_two_parents","mid_all_native_single_parent","mid_all_turkey_single_parent","mid_all_morocco_single_parent","mid_all_surinam_two_parents","mid_all_antilles_all","mid_all_antilles_single_parent","mid_all_antilles_two_parents","mid_male_native_single_parent","mid_male_surinam_all","mid_male_surinam_single_parent","mid_male_surinam_two_parents","mid_male_antilles_all","mid_male_antilles_single_parent","mid_male_other_single_parent","mid_female_native_single_parent","mid_female_native_two_parents","mid_female_turkey_all","mid_female_turkey_two_parents","mid_female_morocco_single_parent","mid_female_surinam_single_parent","mid_female_surinam_two_parents","mid_female_antilles_all","mid_female_antilles_single_parent","mid_female_antilles_two_parents","low_all_native_single_parent","low_all_turkey_all","low_all_turkey_two_parents","low_all_morocco_single_parent","low_all_antilles_single_parent","low_all_antilles_two_parents","low_all_other_single_parent","low_male_native_single_parent","low_male_turkey_all","low_male_turkey_two_parents","low_male_morocco_single_parent","low_male_surinam_two_parents","low_male_antilles_all","low_male_antilles_single_parent","low_male_antilles_two_parents","low_male_other_single_parent","low_female_native_single_parent","low_female_turkey_all","low_female_turkey_two_parents","low_female_morocco_all","low_female_morocco_two_parents","low_female_surinam_all","low_female_surinam_single_parent","low_female_surinam_two_parents","low_female_antilles_all","low_female_other_single_parent","all_diff_native_single_parent","all_diff_morocco_single_parent","all_diff_antilles_single_parent","all_diff_antilles_two_parents","high_diff_all_single_parent","high_diff_turkey_all","high_diff_turkey_two_parents","high_diff_morocco_all","high_diff_morocco_two_parents","high_diff_surinam_all","high_diff_surinam_two_parents","high_diff_other_all","high_diff_other_two_parents","mid_diff_native_single_parent","mid_diff_native_two_parents","mid_diff_turkey_all","mid_diff_turkey_two_parents","mid_diff_surinam_all","mid_diff_surinam_single_parent","mid_diff_surinam_two_parents","mid_diff_antilles_all","mid_diff_antilles_single_parent","mid_diff_other_single_parent","low_diff_native_single_parent","low_diff_native_two_parents","low_diff_turkey_all","low_diff_turkey_two_parents","low_diff_morocco_all","low_diff_morocco_two_parents","low_diff_surinam_all","low_diff_surinam_single_parent","low_diff_surinam_two_parents","low_diff_antilles_all","low_diff_other_single_parent","low_diff_other_two_parents","BW_all_all_all_all","BW_all_all_all_single_parent","BW_all_all_all_two_parents","BW_all_all_native_all","BW_all_all_native_single_parent","BW_all_all_native_two_parents","BW_all_all_turkey_all","BW_all_all_turkey_two_parents","BW_all_all_morocco_all","BW_all_all_morocco_single_parent","BW_all_all_morocco_two_parents","BW_all_all_surinam_all","BW_all_all_surinam_single_parent","BW_all_all_surinam_two_parents","BW_all_all_antilles_all","BW_all_all_antilles_single_parent","BW_all_all_antilles_two_parents","BW_all_all_other_all","BW_all_all_other_single_parent","BW_all_all_other_two_parents","BW_all_male_all_all","BW_all_male_all_single_parent","BW_all_male_all_two_parents","BW_all_male_native_all","BW_all_male_native_single_parent","BW_all_male_native_two_parents","BW_all_male_turkey_all","BW_all_male_turkey_two_parents","BW_all_male_morocco_all","BW_all_male_morocco_two_parents","BW_all_male_surinam_all","BW_all_male_surinam_single_parent","BW_all_male_surinam_two_parents","BW_all_male_antilles_all","BW_all_male_other_all","BW_all_male_other_single_parent","BW_all_male_other_two_parents","BW_all_female_all_all","BW_all_female_all_single_parent","BW_all_female_all_two_parents","BW_all_female_native_all","BW_all_female_native_two_parents","BW_all_female_turkey_all","BW_all_female_turkey_two_parents","BW_all_female_morocco_all","BW_all_female_morocco_two_parents","BW_all_female_surinam_all","BW_all_female_surinam_single_parent","BW_all_female_surinam_two_parents","BW_all_female_antilles_all","BW_all_female_other_all","BW_all_female_other_single_parent","BW_all_female_other_two_parents","BW_high_all_all_all","BW_high_all_all_two_parents","BW_high_all_native_all","BW_high_all_native_two_parents","BW_high_all_morocco_all","BW_high_all_morocco_two_parents","BW_high_all_other_all","BW_high_all_other_two_parents","BW_high_male_all_all","BW_high_male_all_two_parents","BW_high_male_native_all","BW_high_male_native_two_parents","BW_high_male_other_all","BW_high_male_other_two_parents","BW_high_female_all_all","BW_high_female_all_two_parents","BW_high_female_native_all","BW_high_female_native_two_parents","BW_high_female_morocco_all","BW_mid_all_all_all","BW_mid_all_all_single_parent","BW_mid_all_all_two_parents","BW_mid_all_native_all","BW_mid_all_native_two_parents","BW_mid_all_turkey_all","BW_mid_all_turkey_two_parents","BW_mid_all_morocco_all","BW_mid_all_morocco_two_parents","BW_mid_all_surinam_all","BW_mid_all_surinam_single_parent","BW_mid_all_other_all","BW_mid_all_other_single_parent","BW_mid_all_other_two_parents","BW_mid_male_all_all","BW_mid_male_all_single_parent","BW_mid_male_all_two_parents","BW_mid_male_native_all","BW_mid_male_native_two_parents","BW_mid_male_turkey_all","BW_mid_male_turkey_two_parents","BW_mid_male_morocco_all","BW_mid_male_morocco_two_parents","BW_mid_male_other_all","BW_mid_male_other_two_parents","BW_mid_female_all_all","BW_mid_female_all_single_parent","BW_mid_female_all_two_parents","BW_mid_female_native_all","BW_mid_female_morocco_all","BW_mid_female_morocco_two_parents","BW_mid_female_surinam_all","BW_mid_female_other_all","BW_mid_female_other_single_parent","BW_mid_female_other_two_parents","BW_low_all_all_all","BW_low_all_all_single_parent","BW_low_all_all_two_parents","BW_low_all_native_all","BW_low_all_native_two_parents","BW_low_all_morocco_all","BW_low_all_morocco_two_parents","BW_low_all_surinam_all","BW_low_all_surinam_single_parent","BW_low_all_surinam_two_parents","BW_low_all_antilles_all","BW_low_all_other_all","BW_low_all_other_two_parents","BW_low_male_all_all","BW_low_male_all_single_parent","BW_low_male_all_two_parents","BW_low_male_native_all","BW_low_male_native_two_parents","BW_low_male_morocco_all","BW_low_male_morocco_two_parents","BW_low_male_surinam_all","BW_low_male_surinam_single_parent","BW_low_male_other_all","BW_low_male_other_two_parents","BW_low_female_all_all","BW_low_female_all_single_parent","BW_low_female_all_two_parents","BW_low_female_native_all","BW_low_female_native_two_parents","BW_low_female_other_all","BW_low_female_other_two_parents","BW_all_all_turkey_single_parent","BW_all_male_morocco_single_parent","BW_all_male_antilles_single_parent","BW_all_male_antilles_two_parents","BW_all_female_native_single_parent","BW_all_female_morocco_single_parent","BW_all_female_antilles_single_parent","BW_all_female_antilles_two_parents","BW_high_all_all_single_parent","BW_high_all_native_single_parent","BW_high_all_turkey_all","BW_high_all_turkey_two_parents","BW_high_all_surinam_all","BW_high_all_surinam_two_parents","BW_high_all_other_single_parent","BW_high_male_all_single_parent","BW_high_male_turkey_all","BW_high_male_turkey_two_parents","BW_high_male_morocco_all","BW_high_male_morocco_two_parents","BW_high_male_surinam_all","BW_high_male_surinam_two_parents","BW_high_female_all_single_parent","BW_high_female_native_single_parent","BW_high_female_turkey_all","BW_high_female_turkey_two_parents","BW_high_female_morocco_two_parents","BW_high_female_surinam_all","BW_high_female_surinam_two_parents","BW_high_female_other_all","BW_high_female_other_two_parents","BW_mid_all_native_single_parent","BW_mid_all_turkey_single_parent","BW_mid_all_morocco_single_parent","BW_mid_all_surinam_two_parents","BW_mid_all_antilles_all","BW_mid_all_antilles_single_parent","BW_mid_all_antilles_two_parents","BW_mid_male_native_single_parent","BW_mid_male_surinam_all","BW_mid_male_surinam_single_parent","BW_mid_male_surinam_two_parents","BW_mid_male_antilles_all","BW_mid_male_antilles_single_parent","BW_mid_male_other_single_parent","BW_mid_female_native_single_parent","BW_mid_female_native_two_parents","BW_mid_female_turkey_all","BW_mid_female_turkey_two_parents","BW_mid_female_morocco_single_parent","BW_mid_female_surinam_single_parent","BW_mid_female_surinam_two_parents","BW_mid_female_antilles_all","BW_mid_female_antilles_single_parent","BW_mid_female_antilles_two_parents","BW_low_all_native_single_parent","BW_low_all_turkey_all","BW_low_all_turkey_two_parents","BW_low_all_morocco_single_parent","BW_low_all_antilles_single_parent","BW_low_all_antilles_two_parents","BW_low_all_other_single_parent","BW_low_male_native_single_parent","BW_low_male_turkey_all","BW_low_male_turkey_two_parents","BW_low_male_morocco_single_parent","BW_low_male_surinam_two_parents","BW_low_male_antilles_all","BW_low_male_antilles_single_parent","BW_low_male_antilles_two_parents","BW_low_male_other_single_parent","BW_low_female_native_single_parent","BW_low_female_turkey_all","BW_low_female_turkey_two_parents","BW_low_female_morocco_all","BW_low_female_morocco_two_parents","BW_low_female_surinam_all","BW_low_female_surinam_single_parent","BW_low_female_surinam_two_parents","BW_low_female_antilles_all","BW_low_female_other_single_parent"
"03940000","Haarlemmermeer","municipality","c00_infant_mortality",NA,NA," 0.39",NA," 0.37"," 0.40",NA," 0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.32",NA," 0.32"," 0.49",NA," 0.46"," 0.52",NA," 0.46",NA,NA,NA,NA,NA,NA,NA,NA," 0.55",NA,NA," 0.27",NA," 0.28"," 0.28"," 0.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.40"," 0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.20",NA,"-0.20","-0.20","-0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.11",NA,"0.11","0.14",NA,"0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19",NA,"0.20","0.17",NA,"0.17","0.23",NA,"0.22",NA,NA,NA,NA,NA,NA,NA,NA,"0.34",NA,NA,"0.13",NA,"0.14","0.17","0.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.23","0.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07940000","Helmond","municipality","c00_infant_mortality",NA,NA," 0.57",NA," 0.54"," 0.52",NA," 0.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.67",NA," 0.62"," 0.59",NA," 0.60"," 0.68",NA," 0.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.54",NA," 0.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.67",NA," 0.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA,"-0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.16",NA,"0.16","0.19",NA,"0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.34",NA,"0.35","0.23",NA,"0.24","0.32",NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.22",NA,"0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.35",NA,"0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16760000","Schouwen-Duiveland","municipality","c00_infant_mortality",NA,NA," 0.74",NA," 0.73"," 0.83",NA," 0.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.03",NA," 1.07"," 1.12"," 1.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.33",NA,"0.34","0.38",NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.56",NA,"0.58","0.63","0.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03620000","Amstelveen","municipality","c00_infant_mortality",NA,NA," 0.34",NA," 0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.38",NA," 0.35"," 0.37",NA," 0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.14",NA,"0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.21",NA,"0.20","0.20",NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
