"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_two_parents","all_all_all_single_parent","all_all_morocco_all","all_all_morocco_two_parents","all_all_morocco_single_parent","all_all_native_all","all_all_native_two_parents","all_all_native_single_parent","all_all_antilles_all","all_all_antilles_two_parents","all_all_antilles_single_parent","all_all_other_all","all_all_other_two_parents","all_all_other_single_parent","all_all_surinam_all","all_all_surinam_two_parents","all_all_surinam_single_parent","all_all_turkey_all","all_all_turkey_single_parent","all_male_all_all","all_male_all_two_parents","all_male_all_single_parent","all_male_morocco_all","all_male_morocco_single_parent","all_male_native_all","all_male_native_two_parents","all_male_native_single_parent","all_male_antilles_all","all_male_antilles_two_parents","all_male_other_all","all_male_other_two_parents","all_male_other_single_parent","all_male_surinam_all","all_male_surinam_two_parents","all_male_surinam_single_parent","all_male_turkey_all","all_female_all_all","all_female_all_two_parents","all_female_all_single_parent","all_female_morocco_all","all_female_morocco_two_parents","all_female_native_all","all_female_native_two_parents","all_female_native_single_parent","all_female_antilles_all","all_female_antilles_single_parent","all_female_other_all","all_female_other_two_parents","all_female_other_single_parent","all_female_surinam_all","all_female_surinam_two_parents","all_female_surinam_single_parent","all_female_turkey_all","low_all_all_all","low_all_all_two_parents","low_all_all_single_parent","low_all_morocco_all","low_all_native_all","low_all_native_two_parents","low_all_native_single_parent","low_all_other_all","low_all_other_single_parent","low_all_surinam_all","low_all_surinam_single_parent","low_male_all_all","low_male_all_two_parents","low_male_all_single_parent","low_male_native_all","low_female_all_all","low_female_all_two_parents","low_female_all_single_parent","low_female_other_all","mid_all_all_all","mid_all_all_two_parents","mid_all_all_single_parent","mid_all_native_all","mid_male_all_all","mid_female_all_all","all_diff_all_all","all_diff_all_two_parents","all_diff_all_single_parent","all_diff_morocco_all","all_diff_native_all","all_diff_native_two_parents","all_diff_native_single_parent","all_diff_antilles_all","all_diff_other_all","all_diff_other_two_parents","all_diff_other_single_parent","all_diff_surinam_all","all_diff_surinam_single_parent","low_diff_all_all","low_diff_all_two_parents","low_diff_all_single_parent","all_all_turkey_two_parents","all_male_morocco_two_parents","all_male_antilles_single_parent","all_male_turkey_two_parents","all_male_turkey_single_parent","all_female_morocco_single_parent","all_female_antilles_two_parents","all_female_turkey_two_parents","all_female_turkey_single_parent","low_all_morocco_two_parents","low_all_morocco_single_parent","low_all_antilles_all","low_all_antilles_two_parents","low_all_antilles_single_parent","low_all_other_two_parents","low_all_surinam_two_parents","low_all_turkey_all","low_all_turkey_two_parents","low_all_turkey_single_parent","low_male_morocco_all","low_male_morocco_two_parents","low_male_morocco_single_parent","low_male_native_two_parents","low_male_native_single_parent","low_male_antilles_all","low_male_other_all","low_male_other_two_parents","low_male_other_single_parent","low_male_surinam_all","low_male_surinam_single_parent","low_male_turkey_all","low_female_morocco_all","low_female_morocco_two_parents","low_female_morocco_single_parent","low_female_native_all","low_female_native_two_parents","low_female_native_single_parent","low_female_antilles_all","low_female_antilles_single_parent","low_female_other_two_parents","low_female_other_single_parent","low_female_surinam_all","low_female_surinam_two_parents","low_female_surinam_single_parent","low_female_turkey_all","low_female_turkey_single_parent","mid_all_morocco_all","mid_all_native_two_parents","mid_all_native_single_parent","mid_all_other_all","mid_all_other_two_parents","mid_all_other_single_parent","mid_all_surinam_all","mid_all_surinam_single_parent","mid_all_turkey_all","mid_male_all_two_parents","mid_male_all_single_parent","mid_male_native_all","mid_male_native_two_parents","mid_male_native_single_parent","mid_male_other_all","mid_male_other_two_parents","mid_male_other_single_parent","mid_female_all_two_parents","mid_female_all_single_parent","mid_female_native_all","mid_female_native_two_parents","mid_female_native_single_parent","mid_female_other_all","mid_female_other_two_parents","mid_female_other_single_parent","mid_female_surinam_all","mid_female_surinam_single_parent","high_all_all_all","high_all_all_two_parents","high_all_all_single_parent","high_all_native_all","high_all_native_two_parents","high_all_native_single_parent","high_all_other_all","high_all_other_two_parents","high_all_other_single_parent","high_all_surinam_all","high_male_all_all","high_male_all_two_parents","high_male_all_single_parent","high_male_native_all","high_male_native_two_parents","high_male_native_single_parent","high_male_other_all","high_male_other_two_parents","high_male_other_single_parent","high_female_all_all","high_female_all_two_parents","high_female_all_single_parent","high_female_native_all","high_female_native_two_parents","high_female_native_single_parent","high_female_other_all","high_female_other_single_parent","all_diff_morocco_two_parents","all_diff_morocco_single_parent","all_diff_antilles_two_parents","all_diff_antilles_single_parent","all_diff_surinam_two_parents","all_diff_turkey_all","all_diff_turkey_two_parents","all_diff_turkey_single_parent","low_diff_morocco_all","low_diff_morocco_two_parents","low_diff_morocco_single_parent","low_diff_native_all","low_diff_native_two_parents","low_diff_native_single_parent","low_diff_antilles_all","low_diff_other_all","low_diff_other_two_parents","low_diff_other_single_parent","low_diff_surinam_all","low_diff_surinam_single_parent","low_diff_turkey_all","mid_diff_all_all","mid_diff_all_two_parents","mid_diff_all_single_parent","mid_diff_native_all","mid_diff_native_two_parents","mid_diff_native_single_parent","mid_diff_other_all","mid_diff_other_two_parents","mid_diff_other_single_parent","high_diff_all_all","high_diff_all_two_parents","high_diff_all_single_parent","high_diff_native_all","high_diff_native_two_parents","high_diff_native_single_parent","high_diff_other_all","high_diff_other_single_parent","BW_all_all_all_all","BW_all_all_all_two_parents","BW_all_all_all_single_parent","BW_all_all_morocco_all","BW_all_all_morocco_two_parents","BW_all_all_morocco_single_parent","BW_all_all_native_all","BW_all_all_native_two_parents","BW_all_all_native_single_parent","BW_all_all_antilles_all","BW_all_all_antilles_two_parents","BW_all_all_antilles_single_parent","BW_all_all_other_all","BW_all_all_other_two_parents","BW_all_all_other_single_parent","BW_all_all_surinam_all","BW_all_all_surinam_two_parents","BW_all_all_surinam_single_parent","BW_all_all_turkey_all","BW_all_all_turkey_single_parent","BW_all_male_all_all","BW_all_male_all_two_parents","BW_all_male_all_single_parent","BW_all_male_morocco_all","BW_all_male_morocco_single_parent","BW_all_male_native_all","BW_all_male_native_two_parents","BW_all_male_native_single_parent","BW_all_male_antilles_all","BW_all_male_antilles_two_parents","BW_all_male_other_all","BW_all_male_other_two_parents","BW_all_male_other_single_parent","BW_all_male_surinam_all","BW_all_male_surinam_two_parents","BW_all_male_surinam_single_parent","BW_all_male_turkey_all","BW_all_female_all_all","BW_all_female_all_two_parents","BW_all_female_all_single_parent","BW_all_female_morocco_all","BW_all_female_morocco_two_parents","BW_all_female_native_all","BW_all_female_native_two_parents","BW_all_female_native_single_parent","BW_all_female_antilles_all","BW_all_female_antilles_single_parent","BW_all_female_other_all","BW_all_female_other_two_parents","BW_all_female_other_single_parent","BW_all_female_surinam_all","BW_all_female_surinam_two_parents","BW_all_female_surinam_single_parent","BW_all_female_turkey_all","BW_low_all_all_all","BW_low_all_all_two_parents","BW_low_all_all_single_parent","BW_low_all_morocco_all","BW_low_all_native_all","BW_low_all_native_two_parents","BW_low_all_native_single_parent","BW_low_all_other_all","BW_low_all_other_single_parent","BW_low_all_surinam_all","BW_low_all_surinam_single_parent","BW_low_male_all_all","BW_low_male_all_two_parents","BW_low_male_all_single_parent","BW_low_male_native_all","BW_low_female_all_all","BW_low_female_all_two_parents","BW_low_female_all_single_parent","BW_low_female_other_all","BW_mid_all_all_all","BW_mid_all_all_two_parents","BW_mid_all_all_single_parent","BW_mid_all_native_all","BW_mid_male_all_all","BW_mid_female_all_all","BW_all_all_turkey_two_parents","BW_all_male_morocco_two_parents","BW_all_male_antilles_single_parent","BW_all_male_turkey_two_parents","BW_all_male_turkey_single_parent","BW_all_female_morocco_single_parent","BW_all_female_antilles_two_parents","BW_all_female_turkey_two_parents","BW_all_female_turkey_single_parent","BW_low_all_morocco_two_parents","BW_low_all_morocco_single_parent","BW_low_all_antilles_all","BW_low_all_antilles_two_parents","BW_low_all_antilles_single_parent","BW_low_all_other_two_parents","BW_low_all_surinam_two_parents","BW_low_all_turkey_all","BW_low_all_turkey_two_parents","BW_low_all_turkey_single_parent","BW_low_male_morocco_all","BW_low_male_morocco_two_parents","BW_low_male_morocco_single_parent","BW_low_male_native_two_parents","BW_low_male_native_single_parent","BW_low_male_antilles_all","BW_low_male_other_all","BW_low_male_other_two_parents","BW_low_male_other_single_parent","BW_low_male_surinam_all","BW_low_male_surinam_single_parent","BW_low_male_turkey_all","BW_low_female_morocco_all","BW_low_female_morocco_two_parents","BW_low_female_morocco_single_parent","BW_low_female_native_all","BW_low_female_native_two_parents","BW_low_female_native_single_parent","BW_low_female_antilles_all","BW_low_female_antilles_single_parent","BW_low_female_other_two_parents","BW_low_female_other_single_parent","BW_low_female_surinam_all","BW_low_female_surinam_two_parents","BW_low_female_surinam_single_parent","BW_low_female_turkey_all","BW_low_female_turkey_single_parent","BW_mid_all_morocco_all","BW_mid_all_native_two_parents","BW_mid_all_native_single_parent","BW_mid_all_other_all","BW_mid_all_other_two_parents","BW_mid_all_other_single_parent","BW_mid_all_surinam_all","BW_mid_all_surinam_single_parent","BW_mid_all_turkey_all","BW_mid_male_all_two_parents","BW_mid_male_all_single_parent","BW_mid_male_native_all","BW_mid_male_native_two_parents","BW_mid_male_native_single_parent","BW_mid_male_other_all","BW_mid_male_other_two_parents","BW_mid_male_other_single_parent","BW_mid_female_all_two_parents","BW_mid_female_all_single_parent","BW_mid_female_native_all","BW_mid_female_native_two_parents","BW_mid_female_native_single_parent","BW_mid_female_other_all","BW_mid_female_other_two_parents","BW_mid_female_other_single_parent","BW_mid_female_surinam_all","BW_mid_female_surinam_single_parent","BW_high_all_all_all","BW_high_all_all_two_parents","BW_high_all_all_single_parent","BW_high_all_native_all","BW_high_all_native_two_parents","BW_high_all_native_single_parent","BW_high_all_other_all","BW_high_all_other_two_parents","BW_high_all_other_single_parent","BW_high_all_surinam_all","BW_high_male_all_all","BW_high_male_all_two_parents","BW_high_male_all_single_parent","BW_high_male_native_all","BW_high_male_native_two_parents","BW_high_male_native_single_parent","BW_high_male_other_all","BW_high_male_other_two_parents","BW_high_male_other_single_parent","BW_high_female_all_all","BW_high_female_all_two_parents","BW_high_female_all_single_parent","BW_high_female_native_all","BW_high_female_native_two_parents","BW_high_female_native_single_parent","BW_high_female_other_all","BW_high_female_other_single_parent"
"03940000","Haarlemmermeer","municipality","c11_youth_protection",NA,NA," 0.42"," 0.25"," 1.52",NA,NA,NA," 0.26",NA,NA,NA,NA,NA," 0.63",NA,NA,NA,NA,NA,NA,NA," 0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.13","0.79",NA,NA,NA,"0.15",NA,NA,NA,NA,NA,"0.39",NA,NA,NA,NA,NA,NA,NA,"0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07940000","Helmond","municipality","c11_youth_protection",NA,NA," 0.75"," 0.33"," 2.06",NA,NA,NA," 0.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.84",NA,NA,NA,NA," 0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.26","0.18","1.16",NA,NA,NA,"0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.38",NA,NA,NA,NA,"0.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16760000","Schouwen-Duiveland","municipality","c11_youth_protection",NA,NA," 1.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03620000","Amstelveen","municipality","c11_youth_protection",NA,NA," 0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02740000","Renkum","municipality","c11_youth_protection",NA,NA," 1.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03920000","Haarlem","municipality","c11_youth_protection",NA,NA," 1.07"," 0.46"," 3.43",NA,NA,NA," 1.03"," 0.50"," 3.25",NA,NA,NA," 1.18",NA," 3.94",NA,NA,NA,NA,NA," 1.09"," 0.46"," 3.54",NA,NA," 1.05",NA,NA,NA,NA," 1.14",NA,NA,NA,NA,NA,NA," 1.06"," 0.46"," 3.31",NA,NA," 1.01",NA," 3.73",NA,NA," 1.21",NA,NA,NA,NA,NA,NA," 1.72",NA," 5.93",NA," 2.08",NA,NA,NA,NA,NA,NA," 1.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00"," 0.00","-0.20",NA," 0.00",NA,NA,NA," 0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25","0.18","1.12",NA,NA,NA,"0.31","0.24","1.48",NA,NA,NA,"0.51",NA,"2.30",NA,NA,NA,NA,NA,"0.35","0.25","1.57",NA,NA,"0.45",NA,NA,NA,NA,"0.71",NA,NA,NA,NA,NA,NA,"0.35","0.25","1.60",NA,NA,"0.44",NA,"2.28",NA,NA,"0.75",NA,NA,NA,NA,NA,NA,"0.80",NA,"3.37",NA,"1.24",NA,NA,NA,NA,NA,NA,"1.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
