"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_single_parent","all_all_all_two_parents","all_all_native_all","all_all_native_single_parent","all_all_native_two_parents","all_all_turkey_all","all_all_turkey_single_parent","all_all_morocco_all","all_all_morocco_single_parent","all_all_morocco_two_parents","all_all_surinam_all","all_all_surinam_single_parent","all_all_surinam_two_parents","all_all_antilles_all","all_all_antilles_single_parent","all_all_antilles_two_parents","all_all_other_all","all_all_other_single_parent","all_all_other_two_parents","all_male_all_all","all_male_all_single_parent","all_male_all_two_parents","all_male_native_all","all_male_native_single_parent","all_male_native_two_parents","all_male_turkey_all","all_male_morocco_all","all_male_morocco_single_parent","all_male_surinam_all","all_male_surinam_single_parent","all_male_surinam_two_parents","all_male_antilles_all","all_male_antilles_two_parents","all_male_other_all","all_male_other_single_parent","all_male_other_two_parents","all_female_all_all","all_female_all_single_parent","all_female_all_two_parents","all_female_native_all","all_female_native_single_parent","all_female_native_two_parents","all_female_turkey_all","all_female_morocco_all","all_female_morocco_two_parents","all_female_surinam_all","all_female_surinam_single_parent","all_female_surinam_two_parents","all_female_antilles_all","all_female_antilles_single_parent","all_female_other_all","all_female_other_single_parent","all_female_other_two_parents","wo_all_all_all","wo_all_all_single_parent","wo_all_native_all","wo_all_native_single_parent","wo_all_other_all","wo_male_all_all","wo_male_all_single_parent","wo_male_native_all","wo_male_native_single_parent","wo_female_all_all","hbo_all_all_all","hbo_all_all_single_parent","hbo_all_all_two_parents","hbo_all_other_all","hbo_male_all_all","hbo_female_all_all","other_all_all_all","other_all_all_single_parent","other_all_all_two_parents","other_all_native_all","other_all_native_single_parent","other_all_native_two_parents","other_all_turkey_all","other_all_turkey_single_parent","other_all_morocco_all","other_all_morocco_single_parent","other_all_morocco_two_parents","other_all_surinam_all","other_all_surinam_single_parent","other_all_surinam_two_parents","other_all_antilles_all","other_all_antilles_single_parent","other_all_antilles_two_parents","other_all_other_all","other_all_other_single_parent","other_all_other_two_parents","other_male_all_all","other_male_all_single_parent","other_male_all_two_parents","other_male_native_all","other_male_native_single_parent","other_male_native_two_parents","other_male_turkey_all","other_male_morocco_all","other_male_morocco_single_parent","other_male_surinam_all","other_male_surinam_single_parent","other_male_surinam_two_parents","other_male_antilles_all","other_male_antilles_two_parents","other_male_other_all","other_male_other_single_parent","other_male_other_two_parents","other_female_all_all","other_female_all_single_parent","other_female_all_two_parents","other_female_native_all","other_female_native_single_parent","other_female_native_two_parents","other_female_turkey_all","other_female_morocco_all","other_female_surinam_all","other_female_surinam_single_parent","other_female_antilles_all","other_female_antilles_single_parent","other_female_other_all","other_female_other_single_parent","other_female_other_two_parents","all_diff_all_all","all_diff_all_single_parent","all_diff_all_two_parents","all_diff_native_all","all_diff_native_single_parent","all_diff_native_two_parents","all_diff_morocco_all","all_diff_surinam_all","all_diff_surinam_single_parent","all_diff_antilles_all","all_diff_other_all","all_diff_other_single_parent","all_diff_other_two_parents","wo_diff_all_all","hbo_diff_all_all","other_diff_all_all","other_diff_all_single_parent","other_diff_all_two_parents","other_diff_native_all","other_diff_native_single_parent","other_diff_native_two_parents","other_diff_morocco_all","other_diff_surinam_all","other_diff_surinam_single_parent","other_diff_antilles_all","other_diff_other_all","other_diff_other_single_parent","other_diff_other_two_parents","all_all_turkey_two_parents","all_male_turkey_single_parent","all_male_turkey_two_parents","all_male_morocco_two_parents","all_male_antilles_single_parent","all_female_turkey_single_parent","all_female_turkey_two_parents","all_female_morocco_single_parent","all_female_antilles_two_parents","wo_all_all_two_parents","wo_all_native_two_parents","wo_all_morocco_all","wo_all_surinam_all","wo_all_other_single_parent","wo_all_other_two_parents","wo_male_all_two_parents","wo_male_native_two_parents","wo_male_morocco_all","wo_male_other_all","wo_male_other_single_parent","wo_male_other_two_parents","wo_female_all_single_parent","wo_female_all_two_parents","wo_female_native_all","wo_female_native_single_parent","wo_female_native_two_parents","wo_female_other_all","wo_female_other_single_parent","wo_female_other_two_parents","hbo_all_native_all","hbo_all_native_single_parent","hbo_all_native_two_parents","hbo_all_turkey_all","hbo_all_morocco_all","hbo_all_morocco_single_parent","hbo_all_surinam_all","hbo_all_surinam_single_parent","hbo_all_antilles_all","hbo_all_other_single_parent","hbo_all_other_two_parents","hbo_male_all_single_parent","hbo_male_all_two_parents","hbo_male_native_all","hbo_male_native_single_parent","hbo_male_native_two_parents","hbo_male_surinam_all","hbo_male_surinam_single_parent","hbo_male_other_all","hbo_male_other_single_parent","hbo_male_other_two_parents","hbo_female_all_single_parent","hbo_female_all_two_parents","hbo_female_native_all","hbo_female_native_single_parent","hbo_female_native_two_parents","hbo_female_morocco_all","hbo_female_surinam_all","hbo_female_other_all","hbo_female_other_single_parent","hbo_female_other_two_parents","other_all_turkey_two_parents","other_male_turkey_single_parent","other_male_turkey_two_parents","other_male_morocco_two_parents","other_male_antilles_single_parent","other_female_turkey_single_parent","other_female_turkey_two_parents","other_female_morocco_single_parent","other_female_morocco_two_parents","other_female_surinam_two_parents","other_female_antilles_two_parents","all_diff_turkey_all","all_diff_turkey_single_parent","all_diff_turkey_two_parents","all_diff_morocco_single_parent","all_diff_morocco_two_parents","all_diff_surinam_two_parents","all_diff_antilles_single_parent","all_diff_antilles_two_parents","wo_diff_all_single_parent","wo_diff_all_two_parents","wo_diff_native_all","wo_diff_native_single_parent","wo_diff_native_two_parents","wo_diff_other_all","wo_diff_other_single_parent","wo_diff_other_two_parents","hbo_diff_all_single_parent","hbo_diff_all_two_parents","hbo_diff_native_all","hbo_diff_native_single_parent","hbo_diff_native_two_parents","hbo_diff_surinam_all","hbo_diff_other_all","hbo_diff_other_single_parent","hbo_diff_other_two_parents","other_diff_turkey_all","other_diff_turkey_single_parent","other_diff_turkey_two_parents","other_diff_morocco_single_parent","other_diff_morocco_two_parents","other_diff_surinam_two_parents","other_diff_antilles_single_parent","other_diff_antilles_two_parents","BW_all_all_all_all","BW_all_all_all_single_parent","BW_all_all_all_two_parents","BW_all_all_native_all","BW_all_all_native_single_parent","BW_all_all_native_two_parents","BW_all_all_turkey_all","BW_all_all_turkey_single_parent","BW_all_all_morocco_all","BW_all_all_morocco_single_parent","BW_all_all_morocco_two_parents","BW_all_all_surinam_all","BW_all_all_surinam_single_parent","BW_all_all_surinam_two_parents","BW_all_all_antilles_all","BW_all_all_antilles_single_parent","BW_all_all_antilles_two_parents","BW_all_all_other_all","BW_all_all_other_single_parent","BW_all_all_other_two_parents","BW_all_male_all_all","BW_all_male_all_single_parent","BW_all_male_all_two_parents","BW_all_male_native_all","BW_all_male_native_single_parent","BW_all_male_native_two_parents","BW_all_male_turkey_all","BW_all_male_morocco_all","BW_all_male_morocco_single_parent","BW_all_male_surinam_all","BW_all_male_surinam_single_parent","BW_all_male_surinam_two_parents","BW_all_male_antilles_all","BW_all_male_antilles_two_parents","BW_all_male_other_all","BW_all_male_other_single_parent","BW_all_male_other_two_parents","BW_all_female_all_all","BW_all_female_all_single_parent","BW_all_female_all_two_parents","BW_all_female_native_all","BW_all_female_native_single_parent","BW_all_female_native_two_parents","BW_all_female_turkey_all","BW_all_female_morocco_all","BW_all_female_morocco_two_parents","BW_all_female_surinam_all","BW_all_female_surinam_single_parent","BW_all_female_surinam_two_parents","BW_all_female_antilles_all","BW_all_female_antilles_single_parent","BW_all_female_other_all","BW_all_female_other_single_parent","BW_all_female_other_two_parents","BW_wo_all_all_all","BW_wo_all_all_single_parent","BW_wo_all_native_all","BW_wo_all_native_single_parent","BW_wo_all_other_all","BW_wo_male_all_all","BW_wo_male_all_single_parent","BW_wo_male_native_all","BW_wo_male_native_single_parent","BW_wo_female_all_all","BW_hbo_all_all_all","BW_hbo_all_all_single_parent","BW_hbo_all_all_two_parents","BW_hbo_all_other_all","BW_hbo_male_all_all","BW_hbo_female_all_all","BW_other_all_all_all","BW_other_all_all_single_parent","BW_other_all_all_two_parents","BW_other_all_native_all","BW_other_all_native_single_parent","BW_other_all_native_two_parents","BW_other_all_turkey_all","BW_other_all_turkey_single_parent","BW_other_all_morocco_all","BW_other_all_morocco_single_parent","BW_other_all_morocco_two_parents","BW_other_all_surinam_all","BW_other_all_surinam_single_parent","BW_other_all_surinam_two_parents","BW_other_all_antilles_all","BW_other_all_antilles_single_parent","BW_other_all_antilles_two_parents","BW_other_all_other_all","BW_other_all_other_single_parent","BW_other_all_other_two_parents","BW_other_male_all_all","BW_other_male_all_single_parent","BW_other_male_all_two_parents","BW_other_male_native_all","BW_other_male_native_single_parent","BW_other_male_native_two_parents","BW_other_male_turkey_all","BW_other_male_morocco_all","BW_other_male_morocco_single_parent","BW_other_male_surinam_all","BW_other_male_surinam_single_parent","BW_other_male_surinam_two_parents","BW_other_male_antilles_all","BW_other_male_antilles_two_parents","BW_other_male_other_all","BW_other_male_other_single_parent","BW_other_male_other_two_parents","BW_other_female_all_all","BW_other_female_all_single_parent","BW_other_female_all_two_parents","BW_other_female_native_all","BW_other_female_native_single_parent","BW_other_female_native_two_parents","BW_other_female_turkey_all","BW_other_female_morocco_all","BW_other_female_surinam_all","BW_other_female_surinam_single_parent","BW_other_female_antilles_all","BW_other_female_antilles_single_parent","BW_other_female_other_all","BW_other_female_other_single_parent","BW_other_female_other_two_parents","BW_wo_diff_all_all","BW_hbo_diff_all_all","BW_other_diff_all_all","BW_other_diff_all_single_parent","BW_other_diff_all_two_parents","BW_other_diff_native_all","BW_other_diff_native_single_parent","BW_other_diff_native_two_parents","BW_other_diff_morocco_all","BW_other_diff_surinam_all","BW_other_diff_surinam_single_parent","BW_other_diff_antilles_all","BW_other_diff_other_all","BW_other_diff_other_single_parent","BW_other_diff_other_two_parents","BW_all_all_turkey_two_parents","BW_all_male_turkey_single_parent","BW_all_male_turkey_two_parents","BW_all_male_morocco_two_parents","BW_all_male_antilles_single_parent","BW_all_female_turkey_single_parent","BW_all_female_turkey_two_parents","BW_all_female_morocco_single_parent","BW_all_female_antilles_two_parents","BW_wo_all_all_two_parents","BW_wo_all_native_two_parents","BW_wo_all_morocco_all","BW_wo_all_surinam_all","BW_wo_all_other_single_parent","BW_wo_all_other_two_parents","BW_wo_male_all_two_parents","BW_wo_male_native_two_parents","BW_wo_male_morocco_all","BW_wo_male_other_all","BW_wo_male_other_single_parent","BW_wo_male_other_two_parents","BW_wo_female_all_single_parent","BW_wo_female_all_two_parents","BW_wo_female_native_all","BW_wo_female_native_single_parent","BW_wo_female_native_two_parents","BW_wo_female_other_all","BW_wo_female_other_single_parent","BW_wo_female_other_two_parents","BW_hbo_all_native_all","BW_hbo_all_native_single_parent","BW_hbo_all_native_two_parents","BW_hbo_all_turkey_all","BW_hbo_all_morocco_all","BW_hbo_all_morocco_single_parent","BW_hbo_all_surinam_all","BW_hbo_all_surinam_single_parent","BW_hbo_all_antilles_all","BW_hbo_all_other_single_parent","BW_hbo_all_other_two_parents","BW_hbo_male_all_single_parent","BW_hbo_male_all_two_parents","BW_hbo_male_native_all","BW_hbo_male_native_single_parent","BW_hbo_male_native_two_parents","BW_hbo_male_surinam_all","BW_hbo_male_surinam_single_parent","BW_hbo_male_other_all","BW_hbo_male_other_single_parent","BW_hbo_male_other_two_parents","BW_hbo_female_all_single_parent","BW_hbo_female_all_two_parents","BW_hbo_female_native_all","BW_hbo_female_native_single_parent","BW_hbo_female_native_two_parents","BW_hbo_female_morocco_all","BW_hbo_female_surinam_all","BW_hbo_female_other_all","BW_hbo_female_other_single_parent","BW_hbo_female_other_two_parents","BW_other_all_turkey_two_parents","BW_other_male_turkey_single_parent","BW_other_male_turkey_two_parents","BW_other_male_morocco_two_parents","BW_other_male_antilles_single_parent","BW_other_female_turkey_single_parent","BW_other_female_turkey_two_parents","BW_other_female_morocco_single_parent","BW_other_female_morocco_two_parents","BW_other_female_surinam_two_parents","BW_other_female_antilles_two_parents","BW_wo_diff_all_single_parent","BW_wo_diff_all_two_parents","BW_wo_diff_native_all","BW_wo_diff_native_single_parent","BW_wo_diff_native_two_parents","BW_wo_diff_other_all","BW_wo_diff_other_single_parent","BW_wo_diff_other_two_parents","BW_hbo_diff_all_single_parent","BW_hbo_diff_all_two_parents","BW_hbo_diff_native_all","BW_hbo_diff_native_single_parent","BW_hbo_diff_native_two_parents","BW_hbo_diff_surinam_all","BW_hbo_diff_other_all","BW_hbo_diff_other_single_parent","BW_hbo_diff_other_two_parents","BW_other_diff_turkey_all","BW_other_diff_turkey_single_parent","BW_other_diff_turkey_two_parents","BW_other_diff_morocco_single_parent","BW_other_diff_morocco_two_parents","BW_other_diff_surinam_two_parents","BW_other_diff_antilles_single_parent","BW_other_diff_antilles_two_parents"
"03940000","Haarlemmermeer","municipality","c11_youth_protection",NA,NA," 0.42"," 1.52"," 0.25"," 0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.63",NA,NA," 0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.61"," 1.78"," 0.41"," 0.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.15","0.79","0.13","0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39",NA,NA,"0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25","1.10","0.22","0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07940000","Helmond","municipality","c11_youth_protection",NA,NA," 0.75"," 2.06"," 0.33"," 0.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.84",NA,NA," 0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.10"," 2.37"," 0.47"," 1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.18",NA,NA," 1.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.26","1.16","0.18","0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.38",NA,NA,"0.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.41","1.46","0.29","0.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.59",NA,NA,"0.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16760000","Schouwen-Duiveland","municipality","c11_youth_protection",NA,NA," 1.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03620000","Amstelveen","municipality","c11_youth_protection",NA,NA," 0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02740000","Renkum","municipality","c11_youth_protection",NA,NA," 1.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
