"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_two_parents","all_all_all_single_parent","all_all_morocco_all","all_all_morocco_two_parents","all_all_morocco_single_parent","all_all_native_all","all_all_native_two_parents","all_all_native_single_parent","all_all_antilles_all","all_all_antilles_two_parents","all_all_antilles_single_parent","all_all_other_all","all_all_other_two_parents","all_all_other_single_parent","all_all_surinam_all","all_all_surinam_two_parents","all_all_surinam_single_parent","all_all_turkey_all","all_all_turkey_two_parents","all_all_turkey_single_parent","all_male_all_all","all_male_all_two_parents","all_male_all_single_parent","all_male_morocco_all","all_male_morocco_two_parents","all_male_morocco_single_parent","all_male_native_all","all_male_native_two_parents","all_male_native_single_parent","all_male_antilles_all","all_male_antilles_single_parent","all_male_other_all","all_male_other_two_parents","all_male_other_single_parent","all_male_surinam_all","all_male_surinam_two_parents","all_male_surinam_single_parent","all_male_turkey_all","all_male_turkey_two_parents","all_male_turkey_single_parent","all_female_all_all","all_female_all_two_parents","all_female_all_single_parent","all_female_morocco_all","all_female_morocco_two_parents","all_female_morocco_single_parent","all_female_native_all","all_female_native_two_parents","all_female_native_single_parent","all_female_antilles_all","all_female_antilles_single_parent","all_female_other_all","all_female_other_two_parents","all_female_other_single_parent","all_female_surinam_all","all_female_surinam_two_parents","all_female_surinam_single_parent","all_female_turkey_all","all_female_turkey_two_parents","all_female_turkey_single_parent","low_all_all_all","low_all_all_two_parents","low_all_all_single_parent","low_all_morocco_all","low_all_morocco_two_parents","low_all_morocco_single_parent","low_all_native_all","low_all_native_two_parents","low_all_native_single_parent","low_all_antilles_all","low_all_antilles_single_parent","low_all_other_all","low_all_other_two_parents","low_all_other_single_parent","low_all_surinam_all","low_all_surinam_two_parents","low_all_surinam_single_parent","low_all_turkey_all","low_all_turkey_two_parents","low_all_turkey_single_parent","low_male_all_all","low_male_all_two_parents","low_male_all_single_parent","low_male_morocco_all","low_male_morocco_two_parents","low_male_morocco_single_parent","low_male_native_all","low_male_native_two_parents","low_male_native_single_parent","low_male_antilles_all","low_male_other_all","low_male_other_two_parents","low_male_other_single_parent","low_male_surinam_all","low_male_surinam_two_parents","low_male_surinam_single_parent","low_male_turkey_all","low_male_turkey_two_parents","low_male_turkey_single_parent","low_female_all_all","low_female_all_two_parents","low_female_all_single_parent","low_female_morocco_all","low_female_morocco_two_parents","low_female_morocco_single_parent","low_female_native_all","low_female_native_two_parents","low_female_native_single_parent","low_female_antilles_all","low_female_antilles_single_parent","low_female_other_all","low_female_other_two_parents","low_female_other_single_parent","low_female_surinam_all","low_female_surinam_two_parents","low_female_surinam_single_parent","low_female_turkey_all","low_female_turkey_two_parents","low_female_turkey_single_parent","mid_all_all_all","mid_all_all_two_parents","mid_all_all_single_parent","mid_all_morocco_all","mid_all_morocco_two_parents","mid_all_native_all","mid_all_native_two_parents","mid_all_native_single_parent","mid_all_other_all","mid_all_other_two_parents","mid_all_other_single_parent","mid_all_surinam_all","mid_all_surinam_two_parents","mid_all_surinam_single_parent","mid_all_turkey_all","mid_all_turkey_two_parents","mid_male_all_all","mid_male_all_two_parents","mid_male_all_single_parent","mid_male_native_all","mid_male_native_two_parents","mid_male_other_all","mid_male_other_single_parent","mid_male_surinam_all","mid_male_surinam_two_parents","mid_male_surinam_single_parent","mid_male_turkey_all","mid_male_turkey_two_parents","mid_female_all_all","mid_female_all_two_parents","mid_female_all_single_parent","mid_female_native_all","mid_female_native_two_parents","mid_female_native_single_parent","mid_female_other_all","mid_female_other_two_parents","mid_female_surinam_all","mid_female_surinam_two_parents","mid_female_surinam_single_parent","high_all_all_all","high_all_all_two_parents","high_all_all_single_parent","high_all_native_all","high_all_native_two_parents","high_all_native_single_parent","high_all_other_all","high_all_other_two_parents","high_all_other_single_parent","high_all_surinam_all","high_all_surinam_two_parents","high_all_surinam_single_parent","high_male_all_all","high_male_all_two_parents","high_male_all_single_parent","high_male_native_all","high_male_native_two_parents","high_male_other_all","high_male_other_two_parents","high_male_surinam_all","high_female_all_all","high_female_all_two_parents","high_female_all_single_parent","high_female_native_all","high_female_native_two_parents","high_female_native_single_parent","high_female_other_all","high_female_surinam_all","high_female_surinam_two_parents","high_female_surinam_single_parent","all_diff_all_all","all_diff_all_two_parents","all_diff_all_single_parent","all_diff_morocco_all","all_diff_morocco_two_parents","all_diff_morocco_single_parent","all_diff_native_all","all_diff_native_two_parents","all_diff_native_single_parent","all_diff_antilles_all","all_diff_antilles_single_parent","all_diff_other_all","all_diff_other_two_parents","all_diff_other_single_parent","all_diff_surinam_all","all_diff_surinam_two_parents","all_diff_surinam_single_parent","all_diff_turkey_all","all_diff_turkey_two_parents","all_diff_turkey_single_parent","low_diff_all_all","low_diff_all_two_parents","low_diff_all_single_parent","low_diff_morocco_all","low_diff_morocco_two_parents","low_diff_morocco_single_parent","low_diff_native_all","low_diff_native_two_parents","low_diff_native_single_parent","low_diff_antilles_all","low_diff_other_all","low_diff_other_two_parents","low_diff_other_single_parent","low_diff_surinam_all","low_diff_surinam_two_parents","low_diff_surinam_single_parent","low_diff_turkey_all","low_diff_turkey_two_parents","low_diff_turkey_single_parent","mid_diff_all_all","mid_diff_all_two_parents","mid_diff_all_single_parent","mid_diff_native_all","mid_diff_native_two_parents","mid_diff_other_all","mid_diff_surinam_all","mid_diff_surinam_two_parents","mid_diff_surinam_single_parent","high_diff_all_all","high_diff_all_two_parents","high_diff_all_single_parent","high_diff_native_all","high_diff_native_two_parents","high_diff_other_all","high_diff_surinam_all","all_male_antilles_two_parents","all_female_antilles_two_parents","low_all_antilles_two_parents","low_male_antilles_two_parents","low_male_antilles_single_parent","low_female_antilles_two_parents","mid_all_morocco_single_parent","mid_all_antilles_all","mid_all_antilles_two_parents","mid_all_antilles_single_parent","mid_all_turkey_single_parent","mid_male_morocco_all","mid_male_morocco_two_parents","mid_male_native_single_parent","mid_male_antilles_all","mid_male_antilles_two_parents","mid_male_antilles_single_parent","mid_male_other_two_parents","mid_female_morocco_all","mid_female_morocco_two_parents","mid_female_morocco_single_parent","mid_female_antilles_all","mid_female_antilles_two_parents","mid_female_antilles_single_parent","mid_female_other_single_parent","mid_female_turkey_all","mid_female_turkey_two_parents","mid_female_turkey_single_parent","high_all_morocco_all","high_all_morocco_two_parents","high_all_antilles_all","high_all_antilles_two_parents","high_all_antilles_single_parent","high_all_turkey_all","high_all_turkey_two_parents","high_male_native_single_parent","high_male_antilles_all","high_male_antilles_two_parents","high_male_other_single_parent","high_male_surinam_two_parents","high_male_surinam_single_parent","high_male_turkey_all","high_male_turkey_two_parents","high_female_morocco_all","high_female_antilles_all","high_female_antilles_two_parents","high_female_other_two_parents","high_female_other_single_parent","high_female_turkey_all","high_female_turkey_two_parents","all_diff_antilles_two_parents","low_diff_antilles_two_parents","low_diff_antilles_single_parent","mid_diff_morocco_all","mid_diff_morocco_two_parents","mid_diff_native_single_parent","mid_diff_antilles_all","mid_diff_antilles_two_parents","mid_diff_antilles_single_parent","mid_diff_other_two_parents","mid_diff_other_single_parent","mid_diff_turkey_all","mid_diff_turkey_two_parents","high_diff_native_single_parent","high_diff_antilles_all","high_diff_antilles_two_parents","high_diff_other_two_parents","high_diff_other_single_parent","high_diff_surinam_two_parents","high_diff_surinam_single_parent","high_diff_turkey_all","high_diff_turkey_two_parents","BW_all_all_all_all","BW_all_all_all_two_parents","BW_all_all_all_single_parent","BW_all_all_morocco_all","BW_all_all_morocco_two_parents","BW_all_all_morocco_single_parent","BW_all_all_native_all","BW_all_all_native_two_parents","BW_all_all_native_single_parent","BW_all_all_antilles_all","BW_all_all_antilles_two_parents","BW_all_all_antilles_single_parent","BW_all_all_other_all","BW_all_all_other_two_parents","BW_all_all_other_single_parent","BW_all_all_surinam_all","BW_all_all_surinam_two_parents","BW_all_all_surinam_single_parent","BW_all_all_turkey_all","BW_all_all_turkey_two_parents","BW_all_all_turkey_single_parent","BW_all_male_all_all","BW_all_male_all_two_parents","BW_all_male_all_single_parent","BW_all_male_morocco_all","BW_all_male_morocco_two_parents","BW_all_male_morocco_single_parent","BW_all_male_native_all","BW_all_male_native_two_parents","BW_all_male_native_single_parent","BW_all_male_antilles_all","BW_all_male_antilles_single_parent","BW_all_male_other_all","BW_all_male_other_two_parents","BW_all_male_other_single_parent","BW_all_male_surinam_all","BW_all_male_surinam_two_parents","BW_all_male_surinam_single_parent","BW_all_male_turkey_all","BW_all_male_turkey_two_parents","BW_all_male_turkey_single_parent","BW_all_female_all_all","BW_all_female_all_two_parents","BW_all_female_all_single_parent","BW_all_female_morocco_all","BW_all_female_morocco_two_parents","BW_all_female_morocco_single_parent","BW_all_female_native_all","BW_all_female_native_two_parents","BW_all_female_native_single_parent","BW_all_female_antilles_all","BW_all_female_antilles_single_parent","BW_all_female_other_all","BW_all_female_other_two_parents","BW_all_female_other_single_parent","BW_all_female_surinam_all","BW_all_female_surinam_two_parents","BW_all_female_surinam_single_parent","BW_all_female_turkey_all","BW_all_female_turkey_two_parents","BW_all_female_turkey_single_parent","BW_low_all_all_all","BW_low_all_all_two_parents","BW_low_all_all_single_parent","BW_low_all_morocco_all","BW_low_all_morocco_two_parents","BW_low_all_morocco_single_parent","BW_low_all_native_all","BW_low_all_native_two_parents","BW_low_all_native_single_parent","BW_low_all_antilles_all","BW_low_all_antilles_single_parent","BW_low_all_other_all","BW_low_all_other_two_parents","BW_low_all_other_single_parent","BW_low_all_surinam_all","BW_low_all_surinam_two_parents","BW_low_all_surinam_single_parent","BW_low_all_turkey_all","BW_low_all_turkey_two_parents","BW_low_all_turkey_single_parent","BW_low_male_all_all","BW_low_male_all_two_parents","BW_low_male_all_single_parent","BW_low_male_morocco_all","BW_low_male_morocco_two_parents","BW_low_male_morocco_single_parent","BW_low_male_native_all","BW_low_male_native_two_parents","BW_low_male_native_single_parent","BW_low_male_antilles_all","BW_low_male_other_all","BW_low_male_other_two_parents","BW_low_male_other_single_parent","BW_low_male_surinam_all","BW_low_male_surinam_two_parents","BW_low_male_surinam_single_parent","BW_low_male_turkey_all","BW_low_male_turkey_two_parents","BW_low_male_turkey_single_parent","BW_low_female_all_all","BW_low_female_all_two_parents","BW_low_female_all_single_parent","BW_low_female_morocco_all","BW_low_female_morocco_two_parents","BW_low_female_morocco_single_parent","BW_low_female_native_all","BW_low_female_native_two_parents","BW_low_female_native_single_parent","BW_low_female_antilles_all","BW_low_female_antilles_single_parent","BW_low_female_other_all","BW_low_female_other_two_parents","BW_low_female_other_single_parent","BW_low_female_surinam_all","BW_low_female_surinam_two_parents","BW_low_female_surinam_single_parent","BW_low_female_turkey_all","BW_low_female_turkey_two_parents","BW_low_female_turkey_single_parent","BW_mid_all_all_all","BW_mid_all_all_two_parents","BW_mid_all_all_single_parent","BW_mid_all_morocco_all","BW_mid_all_morocco_two_parents","BW_mid_all_native_all","BW_mid_all_native_two_parents","BW_mid_all_native_single_parent","BW_mid_all_other_all","BW_mid_all_other_two_parents","BW_mid_all_other_single_parent","BW_mid_all_surinam_all","BW_mid_all_surinam_two_parents","BW_mid_all_surinam_single_parent","BW_mid_all_turkey_all","BW_mid_all_turkey_two_parents","BW_mid_male_all_all","BW_mid_male_all_two_parents","BW_mid_male_all_single_parent","BW_mid_male_native_all","BW_mid_male_native_two_parents","BW_mid_male_other_all","BW_mid_male_other_single_parent","BW_mid_male_surinam_all","BW_mid_male_surinam_two_parents","BW_mid_male_surinam_single_parent","BW_mid_male_turkey_all","BW_mid_male_turkey_two_parents","BW_mid_female_all_all","BW_mid_female_all_two_parents","BW_mid_female_all_single_parent","BW_mid_female_native_all","BW_mid_female_native_two_parents","BW_mid_female_native_single_parent","BW_mid_female_other_all","BW_mid_female_other_two_parents","BW_mid_female_surinam_all","BW_mid_female_surinam_two_parents","BW_mid_female_surinam_single_parent","BW_high_all_all_all","BW_high_all_all_two_parents","BW_high_all_all_single_parent","BW_high_all_native_all","BW_high_all_native_two_parents","BW_high_all_native_single_parent","BW_high_all_other_all","BW_high_all_other_two_parents","BW_high_all_other_single_parent","BW_high_all_surinam_all","BW_high_all_surinam_two_parents","BW_high_all_surinam_single_parent","BW_high_male_all_all","BW_high_male_all_two_parents","BW_high_male_all_single_parent","BW_high_male_native_all","BW_high_male_native_two_parents","BW_high_male_other_all","BW_high_male_other_two_parents","BW_high_male_surinam_all","BW_high_female_all_all","BW_high_female_all_two_parents","BW_high_female_all_single_parent","BW_high_female_native_all","BW_high_female_native_two_parents","BW_high_female_native_single_parent","BW_high_female_other_all","BW_high_female_surinam_all","BW_high_female_surinam_two_parents","BW_high_female_surinam_single_parent","BW_all_male_antilles_two_parents","BW_all_female_antilles_two_parents","BW_low_all_antilles_two_parents","BW_low_male_antilles_two_parents","BW_low_male_antilles_single_parent","BW_low_female_antilles_two_parents","BW_mid_all_morocco_single_parent","BW_mid_all_antilles_all","BW_mid_all_antilles_two_parents","BW_mid_all_antilles_single_parent","BW_mid_all_turkey_single_parent","BW_mid_male_morocco_all","BW_mid_male_morocco_two_parents","BW_mid_male_native_single_parent","BW_mid_male_antilles_all","BW_mid_male_antilles_two_parents","BW_mid_male_antilles_single_parent","BW_mid_male_other_two_parents","BW_mid_female_morocco_all","BW_mid_female_morocco_two_parents","BW_mid_female_morocco_single_parent","BW_mid_female_antilles_all","BW_mid_female_antilles_two_parents","BW_mid_female_antilles_single_parent","BW_mid_female_other_single_parent","BW_mid_female_turkey_all","BW_mid_female_turkey_two_parents","BW_mid_female_turkey_single_parent","BW_high_all_morocco_all","BW_high_all_morocco_two_parents","BW_high_all_antilles_all","BW_high_all_antilles_two_parents","BW_high_all_antilles_single_parent","BW_high_all_turkey_all","BW_high_all_turkey_two_parents","BW_high_male_native_single_parent","BW_high_male_antilles_all","BW_high_male_antilles_two_parents","BW_high_male_other_single_parent","BW_high_male_surinam_two_parents","BW_high_male_surinam_single_parent","BW_high_male_turkey_all","BW_high_male_turkey_two_parents","BW_high_female_morocco_all","BW_high_female_antilles_all","BW_high_female_antilles_two_parents","BW_high_female_other_two_parents","BW_high_female_other_single_parent","BW_high_female_turkey_all","BW_high_female_turkey_two_parents"
"03940000","Haarlemmermeer","municipality","c30_social_assistance",NA,NA," 1.45"," 1.30"," 2.58",NA," 8.33",NA," 1.06"," 0.97",NA,NA,NA,NA," 1.60"," 1.34",NA,NA,NA,NA,NA,NA,NA," 1.09"," 0.96",NA,NA,NA,NA," 0.89"," 0.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.81"," 1.64"," 2.92",NA,NA,NA," 1.23"," 1.15",NA,NA,NA," 2.19"," 1.87",NA,NA,NA,NA,NA,NA,NA," 2.88"," 2.94",NA,NA,NA,NA," 2.53"," 2.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.46"," 4.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.32"," 1.18",NA,NA,NA," 1.30"," 1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.70"," 0.70",NA,NA,NA,NA," 0.30"," 0.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.30"," 0.30"," 1.21",NA," 5.02",NA," 0.30"," 0.30",NA,NA,NA,NA," 0.70"," 0.70",NA,NA,NA,NA,NA,NA,NA," 0.37"," 0.37",NA,NA,NA,NA," 0.39"," 0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.47"," 0.48"," 1.79",NA,NA,NA," 0.46"," 0.47",NA,NA,NA," 1.14"," 1.15",NA,NA,NA,NA,NA,NA,NA," 1.08"," 1.21",NA,NA,NA,NA," 1.19"," 1.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.66"," 1.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.67"," 0.66",NA,NA,NA," 0.75"," 0.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08510000","Steenbergen","municipality","c30_social_assistance",NA,NA," 1.16"," 0.99",NA,NA,NA,NA," 0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.61"," 0.58",NA,NA,NA,NA," 0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140000","Sluis","municipality","c30_social_assistance",NA,NA," 1.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
