"id","name","type","outcome","gemeentecode","gemeentenaam","all_all_all_all","all_all_all_single_parent","all_all_all_two_parents","all_all_native_all","all_all_native_single_parent","all_all_native_two_parents","all_all_turkey_all","all_all_turkey_single_parent","all_all_turkey_two_parents","all_all_morocco_all","all_all_morocco_single_parent","all_all_morocco_two_parents","all_all_surinam_all","all_all_surinam_single_parent","all_all_surinam_two_parents","all_all_antilles_all","all_all_antilles_single_parent","all_all_antilles_two_parents","all_all_other_all","all_all_other_single_parent","all_all_other_two_parents","all_male_all_all","all_male_all_single_parent","all_male_all_two_parents","all_male_native_all","all_male_native_single_parent","all_male_native_two_parents","all_male_turkey_all","all_male_turkey_single_parent","all_male_turkey_two_parents","all_male_morocco_all","all_male_morocco_single_parent","all_male_morocco_two_parents","all_male_surinam_all","all_male_surinam_single_parent","all_male_surinam_two_parents","all_male_antilles_all","all_male_antilles_single_parent","all_male_other_all","all_male_other_single_parent","all_male_other_two_parents","all_female_all_all","all_female_all_single_parent","all_female_all_two_parents","all_female_native_all","all_female_native_single_parent","all_female_native_two_parents","all_female_turkey_all","all_female_turkey_single_parent","all_female_turkey_two_parents","all_female_morocco_all","all_female_morocco_single_parent","all_female_morocco_two_parents","all_female_surinam_all","all_female_surinam_single_parent","all_female_surinam_two_parents","all_female_antilles_all","all_female_antilles_single_parent","all_female_other_all","all_female_other_single_parent","all_female_other_two_parents","high_all_all_all","high_all_all_two_parents","high_all_native_all","high_all_native_two_parents","high_all_other_all","high_male_all_all","high_male_all_two_parents","high_male_native_all","high_male_native_two_parents","high_female_all_all","high_female_all_two_parents","high_female_native_all","mid_all_all_all","mid_all_all_single_parent","mid_all_all_two_parents","mid_all_native_all","mid_all_native_single_parent","mid_all_native_two_parents","mid_all_turkey_all","mid_all_turkey_two_parents","mid_all_surinam_all","mid_all_surinam_single_parent","mid_all_surinam_two_parents","mid_all_other_all","mid_all_other_single_parent","mid_all_other_two_parents","mid_male_all_all","mid_male_all_single_parent","mid_male_all_two_parents","mid_male_native_all","mid_male_native_two_parents","mid_male_surinam_all","mid_male_other_all","mid_female_all_all","mid_female_all_single_parent","mid_female_all_two_parents","mid_female_native_all","mid_female_native_two_parents","mid_female_surinam_all","mid_female_other_all","low_all_all_all","low_all_all_single_parent","low_all_all_two_parents","low_all_native_all","low_all_native_single_parent","low_all_native_two_parents","low_all_turkey_all","low_all_turkey_single_parent","low_all_turkey_two_parents","low_all_morocco_all","low_all_morocco_single_parent","low_all_morocco_two_parents","low_all_surinam_all","low_all_surinam_single_parent","low_all_surinam_two_parents","low_all_antilles_all","low_all_antilles_single_parent","low_all_other_all","low_all_other_single_parent","low_all_other_two_parents","low_male_all_all","low_male_all_single_parent","low_male_all_two_parents","low_male_native_all","low_male_native_single_parent","low_male_native_two_parents","low_male_turkey_all","low_male_turkey_two_parents","low_male_morocco_all","low_male_morocco_single_parent","low_male_morocco_two_parents","low_male_surinam_all","low_male_surinam_single_parent","low_male_surinam_two_parents","low_male_other_all","low_male_other_single_parent","low_male_other_two_parents","low_female_all_all","low_female_all_single_parent","low_female_all_two_parents","low_female_native_all","low_female_native_single_parent","low_female_native_two_parents","low_female_turkey_all","low_female_turkey_two_parents","low_female_morocco_all","low_female_morocco_single_parent","low_female_morocco_two_parents","low_female_surinam_all","low_female_surinam_single_parent","low_female_surinam_two_parents","low_female_other_all","low_female_other_single_parent","low_female_other_two_parents","all_diff_all_all","all_diff_all_single_parent","all_diff_all_two_parents","all_diff_native_all","all_diff_native_single_parent","all_diff_native_two_parents","all_diff_turkey_all","all_diff_turkey_single_parent","all_diff_turkey_two_parents","all_diff_morocco_all","all_diff_morocco_single_parent","all_diff_morocco_two_parents","all_diff_surinam_all","all_diff_surinam_single_parent","all_diff_surinam_two_parents","all_diff_antilles_all","all_diff_antilles_single_parent","all_diff_other_all","all_diff_other_single_parent","all_diff_other_two_parents","high_diff_all_all","high_diff_all_two_parents","mid_diff_all_all","mid_diff_all_single_parent","mid_diff_all_two_parents","mid_diff_native_all","mid_diff_native_two_parents","mid_diff_other_all","low_diff_all_all","low_diff_all_single_parent","low_diff_all_two_parents","low_diff_native_all","low_diff_native_single_parent","low_diff_native_two_parents","low_diff_turkey_all","low_diff_turkey_two_parents","low_diff_morocco_all","low_diff_morocco_single_parent","low_diff_morocco_two_parents","low_diff_surinam_all","low_diff_surinam_single_parent","low_diff_surinam_two_parents","low_diff_other_all","low_diff_other_single_parent","low_diff_other_two_parents","all_male_antilles_two_parents","all_female_antilles_two_parents","high_all_all_single_parent","high_all_native_single_parent","high_all_turkey_all","high_all_turkey_two_parents","high_all_morocco_all","high_all_surinam_all","high_all_surinam_single_parent","high_all_surinam_two_parents","high_all_antilles_all","high_all_antilles_two_parents","high_all_other_single_parent","high_all_other_two_parents","high_male_all_single_parent","high_male_native_single_parent","high_male_surinam_all","high_male_surinam_two_parents","high_male_other_all","high_male_other_single_parent","high_male_other_two_parents","high_female_all_single_parent","high_female_native_single_parent","high_female_native_two_parents","high_female_surinam_all","high_female_other_all","high_female_other_single_parent","high_female_other_two_parents","mid_all_turkey_single_parent","mid_all_morocco_all","mid_all_morocco_two_parents","mid_all_antilles_all","mid_all_antilles_two_parents","mid_male_native_single_parent","mid_male_turkey_all","mid_male_turkey_two_parents","mid_male_morocco_all","mid_male_morocco_two_parents","mid_male_surinam_single_parent","mid_male_surinam_two_parents","mid_male_antilles_all","mid_male_other_single_parent","mid_male_other_two_parents","mid_female_native_single_parent","mid_female_turkey_all","mid_female_turkey_two_parents","mid_female_morocco_all","mid_female_morocco_two_parents","mid_female_surinam_single_parent","mid_female_surinam_two_parents","mid_female_antilles_all","mid_female_antilles_two_parents","mid_female_other_single_parent","mid_female_other_two_parents","low_all_antilles_two_parents","low_male_turkey_single_parent","low_male_antilles_all","low_male_antilles_single_parent","low_male_antilles_two_parents","low_female_turkey_single_parent","low_female_antilles_all","low_female_antilles_single_parent","low_female_antilles_two_parents","all_diff_antilles_two_parents","high_diff_all_single_parent","high_diff_native_all","high_diff_native_single_parent","high_diff_native_two_parents","high_diff_surinam_all","high_diff_other_all","high_diff_other_single_parent","high_diff_other_two_parents","mid_diff_native_single_parent","mid_diff_turkey_all","mid_diff_turkey_two_parents","mid_diff_morocco_all","mid_diff_morocco_two_parents","mid_diff_surinam_all","mid_diff_surinam_single_parent","mid_diff_surinam_two_parents","mid_diff_antilles_all","mid_diff_other_single_parent","mid_diff_other_two_parents","low_diff_turkey_single_parent","low_diff_antilles_all","low_diff_antilles_single_parent","low_diff_antilles_two_parents","BW_all_all_all_all","BW_all_all_all_single_parent","BW_all_all_all_two_parents","BW_all_all_native_all","BW_all_all_native_single_parent","BW_all_all_native_two_parents","BW_all_all_turkey_all","BW_all_all_turkey_single_parent","BW_all_all_turkey_two_parents","BW_all_all_morocco_all","BW_all_all_morocco_single_parent","BW_all_all_morocco_two_parents","BW_all_all_surinam_all","BW_all_all_surinam_single_parent","BW_all_all_surinam_two_parents","BW_all_all_antilles_all","BW_all_all_antilles_single_parent","BW_all_all_antilles_two_parents","BW_all_all_other_all","BW_all_all_other_single_parent","BW_all_all_other_two_parents","BW_all_male_all_all","BW_all_male_all_single_parent","BW_all_male_all_two_parents","BW_all_male_native_all","BW_all_male_native_single_parent","BW_all_male_native_two_parents","BW_all_male_turkey_all","BW_all_male_turkey_single_parent","BW_all_male_turkey_two_parents","BW_all_male_morocco_all","BW_all_male_morocco_single_parent","BW_all_male_morocco_two_parents","BW_all_male_surinam_all","BW_all_male_surinam_single_parent","BW_all_male_surinam_two_parents","BW_all_male_antilles_all","BW_all_male_antilles_single_parent","BW_all_male_other_all","BW_all_male_other_single_parent","BW_all_male_other_two_parents","BW_all_female_all_all","BW_all_female_all_single_parent","BW_all_female_all_two_parents","BW_all_female_native_all","BW_all_female_native_single_parent","BW_all_female_native_two_parents","BW_all_female_turkey_all","BW_all_female_turkey_single_parent","BW_all_female_turkey_two_parents","BW_all_female_morocco_all","BW_all_female_morocco_single_parent","BW_all_female_morocco_two_parents","BW_all_female_surinam_all","BW_all_female_surinam_single_parent","BW_all_female_surinam_two_parents","BW_all_female_antilles_all","BW_all_female_antilles_single_parent","BW_all_female_other_all","BW_all_female_other_single_parent","BW_all_female_other_two_parents","BW_high_all_all_all","BW_high_all_all_two_parents","BW_high_all_native_all","BW_high_all_native_two_parents","BW_high_all_other_all","BW_high_male_all_all","BW_high_male_all_two_parents","BW_high_male_native_all","BW_high_male_native_two_parents","BW_high_female_all_all","BW_high_female_all_two_parents","BW_high_female_native_all","BW_mid_all_all_all","BW_mid_all_all_single_parent","BW_mid_all_all_two_parents","BW_mid_all_native_all","BW_mid_all_native_single_parent","BW_mid_all_native_two_parents","BW_mid_all_turkey_all","BW_mid_all_turkey_two_parents","BW_mid_all_surinam_all","BW_mid_all_surinam_single_parent","BW_mid_all_surinam_two_parents","BW_mid_all_other_all","BW_mid_all_other_single_parent","BW_mid_all_other_two_parents","BW_mid_male_all_all","BW_mid_male_all_single_parent","BW_mid_male_all_two_parents","BW_mid_male_native_all","BW_mid_male_native_two_parents","BW_mid_male_surinam_all","BW_mid_male_other_all","BW_mid_female_all_all","BW_mid_female_all_single_parent","BW_mid_female_all_two_parents","BW_mid_female_native_all","BW_mid_female_native_two_parents","BW_mid_female_surinam_all","BW_mid_female_other_all","BW_low_all_all_all","BW_low_all_all_single_parent","BW_low_all_all_two_parents","BW_low_all_native_all","BW_low_all_native_single_parent","BW_low_all_native_two_parents","BW_low_all_turkey_all","BW_low_all_turkey_single_parent","BW_low_all_turkey_two_parents","BW_low_all_morocco_all","BW_low_all_morocco_single_parent","BW_low_all_morocco_two_parents","BW_low_all_surinam_all","BW_low_all_surinam_single_parent","BW_low_all_surinam_two_parents","BW_low_all_antilles_all","BW_low_all_antilles_single_parent","BW_low_all_other_all","BW_low_all_other_single_parent","BW_low_all_other_two_parents","BW_low_male_all_all","BW_low_male_all_single_parent","BW_low_male_all_two_parents","BW_low_male_native_all","BW_low_male_native_single_parent","BW_low_male_native_two_parents","BW_low_male_turkey_all","BW_low_male_turkey_two_parents","BW_low_male_morocco_all","BW_low_male_morocco_single_parent","BW_low_male_morocco_two_parents","BW_low_male_surinam_all","BW_low_male_surinam_single_parent","BW_low_male_surinam_two_parents","BW_low_male_other_all","BW_low_male_other_single_parent","BW_low_male_other_two_parents","BW_low_female_all_all","BW_low_female_all_single_parent","BW_low_female_all_two_parents","BW_low_female_native_all","BW_low_female_native_single_parent","BW_low_female_native_two_parents","BW_low_female_turkey_all","BW_low_female_turkey_two_parents","BW_low_female_morocco_all","BW_low_female_morocco_single_parent","BW_low_female_morocco_two_parents","BW_low_female_surinam_all","BW_low_female_surinam_single_parent","BW_low_female_surinam_two_parents","BW_low_female_other_all","BW_low_female_other_single_parent","BW_low_female_other_two_parents","BW_all_male_antilles_two_parents","BW_all_female_antilles_two_parents","BW_high_all_all_single_parent","BW_high_all_native_single_parent","BW_high_all_turkey_all","BW_high_all_turkey_two_parents","BW_high_all_morocco_all","BW_high_all_surinam_all","BW_high_all_surinam_single_parent","BW_high_all_surinam_two_parents","BW_high_all_antilles_all","BW_high_all_antilles_two_parents","BW_high_all_other_single_parent","BW_high_all_other_two_parents","BW_high_male_all_single_parent","BW_high_male_native_single_parent","BW_high_male_surinam_all","BW_high_male_surinam_two_parents","BW_high_male_other_all","BW_high_male_other_single_parent","BW_high_male_other_two_parents","BW_high_female_all_single_parent","BW_high_female_native_single_parent","BW_high_female_native_two_parents","BW_high_female_surinam_all","BW_high_female_other_all","BW_high_female_other_single_parent","BW_high_female_other_two_parents","BW_mid_all_turkey_single_parent","BW_mid_all_morocco_all","BW_mid_all_morocco_two_parents","BW_mid_all_antilles_all","BW_mid_all_antilles_two_parents","BW_mid_male_native_single_parent","BW_mid_male_turkey_all","BW_mid_male_turkey_two_parents","BW_mid_male_morocco_all","BW_mid_male_morocco_two_parents","BW_mid_male_surinam_single_parent","BW_mid_male_surinam_two_parents","BW_mid_male_antilles_all","BW_mid_male_other_single_parent","BW_mid_male_other_two_parents","BW_mid_female_native_single_parent","BW_mid_female_turkey_all","BW_mid_female_turkey_two_parents","BW_mid_female_morocco_all","BW_mid_female_morocco_two_parents","BW_mid_female_surinam_single_parent","BW_mid_female_surinam_two_parents","BW_mid_female_antilles_all","BW_mid_female_antilles_two_parents","BW_mid_female_other_single_parent","BW_mid_female_other_two_parents","BW_low_all_antilles_two_parents","BW_low_male_turkey_single_parent","BW_low_male_antilles_all","BW_low_male_antilles_single_parent","BW_low_male_antilles_two_parents","BW_low_female_turkey_single_parent","BW_low_female_antilles_all","BW_low_female_antilles_single_parent","BW_low_female_antilles_two_parents"
"03940000","Haarlemmermeer","municipality","c30_social_assistance",NA,NA," 1.45"," 2.58"," 1.30"," 1.06",NA," 0.97",NA,NA,NA,NA,NA," 8.33",NA,NA,NA,NA,NA,NA," 1.60",NA," 1.34"," 1.09",NA," 0.96"," 0.89",NA," 0.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.81"," 2.92"," 1.64"," 1.23",NA," 1.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.19",NA," 1.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.95",NA," 0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.21"," 5.87"," 2.66"," 2.77",NA," 2.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.10",NA," 3.37"," 3.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.70",NA," 0.70"," 0.30",NA," 0.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.30"," 1.21"," 0.30"," 0.30",NA," 0.30",NA,NA,NA,NA,NA," 5.02",NA,NA,NA,NA,NA,NA," 0.70",NA," 0.70"," 0.37",NA," 0.37"," 0.39",NA," 0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.47"," 1.79"," 0.48"," 0.46",NA," 0.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.14",NA," 1.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.52",NA," 0.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.05"," 3.53"," 1.05"," 1.23",NA," 1.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.64",NA," 1.65"," 2.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08510000","Steenbergen","municipality","c30_social_assistance",NA,NA," 1.16",NA," 0.99"," 0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.61",NA," 0.58"," 0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17140000","Sluis","municipality","c30_social_assistance",NA,NA," 1.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07940000","Helmond","municipality","c30_social_assistance",NA,NA," 3.08"," 6.27"," 2.55"," 2.19"," 5.88"," 1.66",NA,NA,NA,"10.14",NA,"10.27",NA,NA,NA,NA,NA,NA," 3.55",NA," 3.36"," 2.51"," 4.64"," 2.17"," 1.82",NA," 1.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.88",NA,NA," 3.68"," 7.91"," 2.93"," 2.56"," 7.69"," 1.81",NA,NA,NA,"12.90",NA,NA,NA,NA,NA,NA,NA," 4.27",NA," 4.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.67",NA," 1.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 4.08",NA," 3.84"," 3.84",NA," 3.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3.04",NA," 3.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 5.13",NA," 4.57"," 4.93",NA," 3.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.20"," 3.30"," 0.80"," 0.70",NA," 0.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.10",NA," 1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.53"," 2.02"," 0.53"," 0.54"," 2.51"," 0.50",NA,NA,NA," 4.15",NA," 4.42",NA,NA,NA,NA,NA,NA," 1.34",NA," 1.45"," 0.68"," 2.48"," 0.68"," 0.69",NA," 0.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.68",NA,NA," 0.83"," 3.19"," 0.80"," 0.82"," 4.06"," 0.73",NA,NA,NA," 6.94",NA,NA,NA,NA,NA,NA,NA," 2.13",NA," 2.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.82",NA," 0.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.28",NA," 1.37"," 1.54",NA," 1.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.58",NA," 1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2.02",NA," 2.13"," 2.42",NA," 2.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
